id,name,yearpublished,minplayers,maxplayers,playingtime,users_rated,average_rating,bayes_average_rating,total_weights,average_weight
25097,b'Mausefalle',b'1980',b'2',b'6',b'15',b'66',b'4.68515',b'5.46108',b'10',b'1'
26305,b'General Quarters (Third Edition)',b'2006',b'2',b'12',b'120',b'41',b'7.29268',b'5.55033',b'10',b'3.4'
553,b'Chez Geek',b'1999',b'2',b'5',b'60',b'4263',b'5.7198',b'5.59805',b'347',b'1.4179'
31360,b'Laborigines',b'2007',b'2',b'6',b'30',b'48',b'5.4375',b'5.49778',b'5',b'1.8'
62374,b'Lorrein',b'2011',b'2',b'6',b'30',b'37',b'5.90946',b'5.50758',b'5',b'2.4'
10261,b'Blitzkrieg 1940',b'1997',b'2',b'2',b'120',b'57',b'6.52719',b'5.53541',b'10',b'2.5'
148639,b'Founders of the Empire',b'2013',b'2',b'4',b'45',b'156',b'6.36154',b'5.58847',b'10',b'2.3'
3036,b'Kung Fu 2100',b'1980',b'1',b'2',b'90',b'72',b'6.16111',b'5.52708',b'5',b'1.6'
718,b'Galaxy: The Dark Ages',b'2000',b'2',b'5',b'90',b'581',b'6.24414',b'5.71901',b'61',b'2.3934'
37755,b'Scallywags',b'2008',b'2',b'6',b'15',b'128',b'6.04676',b'5.53686',b'15',b'1.1333'
104655,b'Lemonade Stand',b'2012',b'2',b'4',b'20',b'364',b'5.94964',b'5.58981',b'16',b'1.5'
162071,b'Vaults',b'2015',b'2',b'4',b'30',b'122',b'5.80041',b'5.50613',b'8',b'2.375'
6466,"b""Pirates' Gold""",b'1990',b'2',b'4',b'20',b'60',b'5.75',b'5.50771',b'7',b'1'
13576,b'Math Dice',b'2003',b'1',b'0',b'10',b'76',b'5.6241',b'5.50683',b'9',b'1.6667'
4126,b'Dixie',b'1976',b'2',b'2',b'120',b'112',b'4.50357',b'5.42205',b'17',b'2.3529'
20806,b'Three-Dragon Ante',b'2005',b'2',b'6',b'20',b'1515',b'6.47031',b'5.97625',b'145',b'1.7241'
32968,b'Shark Alarm!!!',b'2008',b'2',b'5',b'15',b'197',b'5.58819',b'5.50862',b'12',b'1.1667'
8246,b'Race to the Meuse',b'1983',b'2',b'2',b'90',b'59',b'5.86729',b'5.51006',b'11',b'2.9091'
23389,"b""Les Cabanes de M'sieur Robinson""",b'2006',b'2',b'4',b'45',b'33',b'5.4303',b'5.49828',b'2',b'2'
150623,"b""Flippin' Fruit""",b'2014',b'2',b'4',b'15',b'35',b'6.91714',b'5.53445',b'6',b'1.5'
54137,b'Battle Sheep',b'2010',b'2',b'4',b'15',b'3180',b'6.69466',b'6.31587',b'125',b'1.496'
109932,b'Miskatonic School for Girls',b'2012',b'2',b'4',b'60',b'754',b'5.52754',b'5.48753',b'51',b'1.9216'
8945,b'Stadium Checkers',b'1952',b'2',b'4',b'30',b'153',b'5.60734',b'5.51234',b'14',b'1.3571'
117992,b'Shrimp',b'2012',b'2',b'6',b'15',b'224',b'5.79777',b'5.53512',b'19',b'1'
6008,b'Ruweisat Ridge: The First Battle of El Alamein',b'1985',b'2',b'2',b'240',b'66',b'6.29167',b'5.53054',b'8',b'2.625'
38944,b'Via Romana',b'2008',b'2',b'4',b'45',b'182',b'6.3449',b'5.60173',b'23',b'2.2609'
128885,b'Blockers! The Card Game',b'2012',b'2',b'4',b'30',b'63',b'5.47317',b'5.49547',b'6',b'1.1667'
24373,b'Bumper Car Arena',b'2006',b'3',b'8',b'45',b'32',b'6.21719',b'5.5139',b'4',b'1.5'
35173,b'Pop the Pig',b'2007',b'2',b'6',b'15',b'184',b'4.13967',b'5.33291',b'9',b'1'
31527,b'Formua 1',b'2007',b'2',b'6',b'60',b'53',b'5.75094',b'5.51093',b'5',b'1.4'
158742,b'Yardmaster Express',b'2014',b'2',b'5',b'10',b'1143',b'5.82507',b'5.64788',b'73',b'1.0685'
18701,b'Ludus Gladiatorius',b'2005',b'2',b'5',b'20',b'74',b'6.08716',b'5.52687',b'12',b'1.6667'
163031,b'Cartography',b'2015',b'2',b'4',b'20',b'74',b'6.36311',b'5.52867',b'6',b'2'
40651,b'Too Many Monkeys',b'2009',b'2',b'6',b'20',b'155',b'5.64194',b'5.50962',b'18',b'1.0556'
5614,b'Achtung: Spitfire!',b'1995',b'1',b'99',b'240',b'193',b'7.29016',b'5.69444',b'34',b'4.0588'
112210,b'Metro 2033',b'2011',b'2',b'6',b'80',b'248',b'5.8256',b'5.52284',b'19',b'2.6316'
13337,b'Whist',b'1663',b'2',b'4',b'60',b'390',b'6.41771',b'5.69702',b'32',b'2.0312'
5182,b'The African Campaign',b'1973',b'1',b'2',b'120',b'103',b'6.48252',b'5.55951',b'22',b'2.4545'
23333,b'Littlest Pet Shop Game',b'2005',b'2',b'4',b'0',b'44',b'3.71136',b'5.44269',b'9',b'1'
108722,b'Dreadfleet',b'2011',b'2',b'10',b'60',b'915',b'6.94879',b'6.0195',b'66',b'2.9394'
109969,b'Mutant Meeples',b'2012',b'2',b'7',b'45',b'743',b'6.63888',b'5.89649',b'46',b'2.4565'
140317,"b""Monopoly: Adventure Time Collector's Edition""",b'2013',b'2',b'6',b'90',b'64',b'5.03906',b'5.4786',b'3',b'1.6667'
258,b'Fluxx',b'1997',b'2',b'6',b'30',b'14907',b'5.6788',b'5.56709',b'1035',b'1.3874'
7526,b'Welfen und Staufer',b'1990',b'2',b'2',b'180',b'37',b'6.40541',b'5.52132',b'9',b'3.1111'
181236,b'Bastion',b'2015',b'1',b'4',b'90',b'248',b'6.78076',b'5.64498',b'20',b'2.5'
150294,b'COGZ',b'2015',b'2',b'6',b'30',b'177',b'7.04011',b'5.66543',b'19',b'2'
122891,b'Courtier',b'2012',b'2',b'4',b'45',b'889',b'6.68056',b'5.96776',b'63',b'2.3492'
170225,b'DRCongo',b'2015',b'1',b'4',b'180',b'247',b'7.00753',b'5.73505',b'23',b'3.6087'
9853,b'Champs de Bataille IV: Asie',b'2003',b'2',b'2',b'45',b'32',b'6.625',b'5.52399',b'11',b'2.3636'
73240,b'Aachen: First to Fall',b'2010',b'1',b'2',b'60',b'53',b'6.20377',b'5.52167',b'10',b'2.3'
158236,b'Tortilla de Patatas: The Game',b'2014',b'2',b'4',b'15',b'123',b'5.91106',b'5.53237',b'12',b'1.0833'
19145,b'Disposable Heroes and Coffin For Seven Brothers',b'2004',b'2',b'2',b'120',b'57',b'7.75088',b'5.58386',b'14',b'3.1429'
40617,b'Wrfel Express',b'2009',b'2',b'6',b'30',b'52',b'5.57125',b'5.50089',b'3',b'2.3333'
2234,b'Chez Dork',b'2001',b'2',b'6',b'30',b'497',b'5.28634',b'5.41803',b'39',b'1.3077'
153728,b'Fields of Despair: France 1914-1918',b'2017',b'2',b'2',b'180',b'326',b'7.97141',b'5.95304',b'19',b'3.2105'
2607,b'Totopoly',b'1938',b'2',b'6',b'90',b'385',b'6.04391',b'5.60121',b'44',b'1.9091'
198447,"b""Jim Henson's Labyrinth: The Board Game""",b'2016',b'1',b'5',b'120',b'513',b'5.29747',b'5.4142',b'8',b'1.5'
69687,b'Anzio/Cassino',b'2010',b'2',b'0',b'0',b'59',b'6.18814',b'5.53167',b'15',b'1.6667'
86919,b'Birth of a Legend',b'2011',b'2',b'2',b'180',b'57',b'6.71053',b'5.54827',b'11',b'2.9091'
7588,b'Principles of War: Napoleonics',b'1996',b'2',b'10',b'360',b'30',b'7.36667',b'5.53938',b'2',b'3'
185331,b'Fruit Salad',b'2015',b'2',b'6',b'15',b'111',b'5.5782',b'5.49942',b'5',b'1'
91034,b'Laser Chess',b'2011',b'2',b'2',b'30',b'674',b'6.74783',b'5.88969',b'37',b'2.7027'
6233,b'Trivial Pursuit: Know-It-All Edition',b'1998',b'2',b'6',b'90',b'48',b'5.47917',b'5.4963',b'5',b'2'
152345,b'La Patrie en Danger 1814',b'2014',b'1',b'3',b'120',b'59',b'7.79441',b'5.5873',b'5',b'3'
13440,b'Horrific',b'2004',b'2',b'2',b'0',b'33',b'5.68939',b'5.49981',b'7',b'3.2857'
40638,"b""Risk: Halo Wars Collector's Edition""",b'2009',b'3',b'5',b'60',b'236',b'6.30636',b'5.60202',b'16',b'2.1875'
10300,b'Group of Soviet Forces Germany',b'2003',b'1',b'2',b'240',b'78',b'6.60308',b'5.55772',b'13',b'2.5385'
161617,b'Dungeon Lords: Happy Anniversary',b'2014',b'2',b'4',b'120',b'859',b'8.21581',b'6.54336',b'48',b'3.8958'
222,b'Space Beans',b'1999',b'2',b'6',b'40',b'1388',b'6.07974',b'5.78901',b'118',b'1.3898'
8232,b'Zauberschwert & Drachenei',b'2003',b'2',b'4',b'45',b'400',b'6.08773',b'5.63419',b'54',b'1.9444'
192934,b'Colony',b'2016',b'1',b'4',b'60',b'1602',b'6.66175',b'6.10992',b'26',b'2.3462'
152510,b'The Lord of the Rings: The Return of the King Deck-Building Game',b'2014',b'2',b'5',b'45',b'370',b'7.05855',b'5.80751',b'15',b'2.1333'
42132,b'Scary Tales: Little Red vs. Pinocchio',b'2009',b'2',b'2',b'20',b'178',b'5.10758',b'5.45159',b'15',b'1.3333'
174975,"b'Take The ""A"" Chord'",b'2015',b'3',b'4',b'0',b'76',b'6.16513',b'5.53484',b'3',b'2'
11988,b'Australian Railways',b'2004',b'3',b'5',b'120',b'56',b'7.00714',b'5.56206',b'5',b'3.2'
3163,b'Doom of the Eldar',b'1993',b'2',b'2',b'120',b'197',b'6.41878',b'5.61608',b'12',b'2.4167'
11694,b'Great War at Sea: Cruiser Warfare',b'2004',b'2',b'4',b'30',b'93',b'6.62043',b'5.5697',b'15',b'2.6'
3084,b'Buccaneer',b'1938',b'2',b'6',b'90',b'316',b'6.03487',b'5.5835',b'40',b'1.4'
144460,b'Cycling Party',b'2014',b'2',b'6',b'60',b'81',b'6.71284',b'5.55036',b'10',b'2.1'
27048,b'Duel in the Dark',b'2007',b'1',b'2',b'45',b'1400',b'6.62762',b'6.05468',b'199',b'2.4874'
2533,b'Kupferkessel Co.',b'2001',b'2',b'2',b'30',b'1066',b'6.92623',b'6.13396',b'132',b'1.6667'
15855,b'Reisen',b'0',b'2',b'4',b'0',b'38',b'4.15789',b'5.46234',b'3',b'1'
11357,b'Brewhouse Bash',b'1998',b'2',b'10',b'0',b'57',b'6.24035',b'5.52962',b'11',b'1.5455'
46007,b'A Brief History of the World',b'2009',b'3',b'6',b'180',b'887',b'6.93614',b'6.07556',b'88',b'2.8636'
13122,b'Antiquity',b'2004',b'2',b'4',b'180',b'3472',b'7.90485',b'7.23509',b'355',b'4.3127'
16500,b'Highland Clans',b'2005',b'3',b'5',b'60',b'346',b'5.61098',b'5.51831',b'30',b'2.1333'
124827,b'Space Cadets: Away Missions',b'2015',b'1',b'6',b'120',b'710',b'7.45161',b'6.14462',b'35',b'2.5714'
2524,"b""StarForce 'Alpha Centauri': Interstellar Conflict in the 25th Century""",b'1974',b'1',b'3',b'240',b'261',b'6.23298',b'5.59981',b'43',b'3.4419'
104581,b'Panic on Wall Street!',b'2011',b'3',b'11',b'30',b'1341',b'7.0054',b'6.24116',b'92',b'1.663'
97875,b'Wiraqocha',b'2011',b'2',b'4',b'60',b'466',b'6.5994',b'5.77985',b'41',b'2.6585'
176963,b'Dadaocheng',b'2015',b'1',b'4',b'45',b'181',b'6.7616',b'5.64811',b'10',b'2.6'
4909,b'Fun City Game',b'1987',b'2',b'4',b'60',b'124',b'5.53629',b'5.49965',b'12',b'1.25'
8848,b'Star Cruiser',b'1987',b'2',b'2',b'120',b'42',b'6.16667',b'5.51786',b'11',b'2.7273'
193912,b'End of the Line',b'2016',b'3',b'5',b'80',b'84',b'7.0456',b'5.57261',b'3',b'2'
160495,b'ZhanGuo',b'2014',b'2',b'4',b'120',b'2696',b'7.60362',b'6.89054',b'212',b'3.8255'
7610,b'Fowl Play',b'2002',b'2',b'6',b'10',b'43',b'4.86791',b'5.48018',b'7',b'1'
24795,"b""Cleopatra's Caboose""",b'2010',b'3',b'5',b'105',b'195',b'5.52046',b'5.49866',b'11',b'2.3636'
23656,b'Chuck-It Chicken!',b'2006',b'2',b'4',b'20',b'252',b'5.43155',b'5.48177',b'23',b'1.1739'
1420,b'Monopoly Express',b'1991',b'2',b'4',b'20',b'840',b'5.68769',b'5.56731',b'90',b'1.1333'
84922,b'21 Motines',b'2011',b'3',b'5',b'45',b'62',b'6.68209',b'5.55186',b'10',b'1.9'
14379,"b""Harry Potter and the Sorcerer's Stone   Mystery at Hogwarts Game""",b'2000',b'2',b'6',b'30',b'437',b'5.51053',b'5.47357',b'29',b'1.5517'
25768,b'Long Live the King',b'2006',b'5',b'30',b'240',b'127',b'6.63898',b'5.58279',b'18',b'3'
4855,b'Crazy Race',b'1994',b'3',b'5',b'45',b'61',b'6.09016',b'5.52494',b'9',b'1.3333'
201455,b'Assault of the Giants',b'2017',b'3',b'6',b'150',b'442',b'6.85034',b'5.80728',b'23',b'3.4348'
63379,b'The Twilight Saga: New Moon  The Movie Board Game',b'2009',b'2',b'8',b'60',b'37',b'2.73784',b'5.42666',b'1',b'1'
34219,b'Biblios',b'2007',b'2',b'4',b'30',b'13776',b'7.2028',b'7.03436',b'690',b'1.6783'
4921,b'3rd Fleet',b'1990',b'2',b'4',b'180',b'267',b'7.27139',b'5.7632',b'36',b'3.5833'
112233,b'FrankenDie',b'2012',b'3',b'6',b'15',b'57',b'5.94386',b'5.51529',b'6',b'1.3333'
130680,b'iKNOW',b'2012',b'2',b'6',b'60',b'761',b'6.344',b'5.77126',b'33',b'1.5455'
18057,b'Anno Domini: Natur',b'1998',b'2',b'8',b'30',b'180',b'6.83056',b'5.65756',b'15',b'1.2'
29626,b'Robotics',b'2007',b'3',b'5',b'60',b'175',b'5.48',b'5.49425',b'15',b'1.7333'
8359,b'D-Day Rangers',b'2003',b'2',b'2',b'60',b'35',b'7.60114',b'5.55242',b'4',b'2.75'
19614,b'The Pumpkin King',b'2005',b'2',b'4',b'30',b'39',b'2.84879',b'5.42482',b'7',b'1'
11888,b'Bataille de la Marne 1914',b'1982',b'2',b'2',b'180',b'40',b'6.05',b'5.51043',b'3',b'2.6667'
50768,b'Ninjato',b'2011',b'2',b'4',b'60',b'2539',b'7.22228',b'6.6138',b'185',b'2.7622'
68186,"b""Toe-to-Toe Nu'klr Combat with the Rooskies""",b'2010',b'1',b'1',b'15',b'137',b'6.37993',b'5.57688',b'28',b'1.3929'
18699,b'EinStein wrfelt nicht!',b'2004',b'2',b'2',b'10',b'73',b'6.70534',b'5.55817',b'14',b'1.5714'
1908,b'G.O.O.T.M.U.',b'1992',b'2',b'6',b'60',b'125',b'5.42',b'5.48807',b'15',b'1.4667'
25190,b'Pink Godzilla Dev Kit',b'2006',b'2',b'4',b'30',b'121',b'6.50578',b'5.55429',b'20',b'1.95'
28738,b'Kamon',b'2007',b'2',b'2',b'15',b'75',b'6.324',b'5.54713',b'5',b'2'
6541,b'Articulate!',b'1992',b'4',b'8',b'60',b'984',b'6.55077',b'5.87447',b'52',b'1.3077'
82976,b'Key West',b'2010',b'3',b'5',b'60',b'99',b'6.15121',b'5.54441',b'9',b'2.5556'
148581,b'District-Z',b'2014',b'1',b'8',b'30',b'99',b'6.08889',b'5.53209',b'8',b'1.5'
176960,b'Wok on Fire',b'2015',b'2',b'4',b'20',b'145',b'6.29759',b'5.57109',b'10',b'1.4'
53373,b'Kazaam Dice',b'2009',b'2',b'4',b'15',b'50',b'5.004',b'5.47454',b'4',b'1.25'
69761,b'Panzer General: Russian Assault',b'2010',b'1',b'2',b'60',b'89',b'5.92584',b'5.52694',b'12',b'2.5833'
2331,b'Spill and Spell',b'1956',b'1',b'10',b'20',b'126',b'5.14932',b'5.47485',b'18',b'1.2778'
2979,b'Bionicle Adventure Game: Quest For Makuta',b'2001',b'2',b'6',b'60',b'229',b'4.10146',b'5.29704',b'18',b'2'
111502,b'Star Trek Deck Building Game: The Next Generation  Next Phase',b'2012',b'2',b'4',b'90',b'531',b'6.76776',b'5.83121',b'23',b'2.4783'
10361,b'Dead of Winter (first edition)',b'1989',b'2',b'2',b'360',b'42',b'6.97024',b'5.54114',b'7',b'4.4286'
5778,b'Chancellorsville (second edition)',b'1974',b'2',b'2',b'90',b'102',b'5.91471',b'5.52765',b'16',b'2.4375'
20824,b'Saint or Sinner?',b'2002',b'3',b'8',b'60',b'55',b'3.79818',b'5.43272',b'1',b'2'
3081,"b""Rubik's Flip""",b'1981',b'2',b'2',b'10',b'112',b'5.94625',b'5.52996',b'8',b'1.375'
2515,b'Pirate Island',b'1984',b'2',b'4',b'60',b'54',b'4.70463',b'5.46611',b'6',b'1.8333'
24009,b'Battleship Command: Pirates of the Caribbean',b'2006',b'2',b'2',b'30',b'95',b'5.15882',b'5.47499',b'9',b'1.2222'
1387,b'Alaska',b'1979',b'2',b'4',b'60',b'349',b'5.78926',b'5.5521',b'27',b'1.4444'
2068,b'Der Herr der Wichtel',b'1999',b'3',b'5',b'45',b'39',b'5.11538',b'5.48883',b'6',b'1.3333'
1439,b'Iceberg Seals',b'1996',b'1',b'6',b'20',b'455',b'5.25791',b'5.42836',b'48',b'1.0625'
15238,b'International Cricket',b'1985',b'1',b'2',b'120',b'42',b'8.20952',b'5.57085',b'6',b'2.8333'
119866,b'Wings of Glory: WW1 Rules and Accessories Pack',b'2012',b'2',b'99',b'30',b'460',b'7.99326',b'6.03484',b'23',b'2.0435'
47170,b'The Tower of Mystery',b'2009',b'2',b'8',b'30',b'45',b'4.89111',b'5.46729',b'8',b'2'
197269,b'Guns & Steel: Renaissance',b'2016',b'2',b'4',b'70',b'159',b'7.09478',b'5.66339',b'2',b'2.5'
138704,b'Northern Pacific',b'2013',b'3',b'6',b'60',b'444',b'6.96982',b'5.8681',b'17',b'1.5882'
126239,b'Twin Tin Bots',b'2013',b'2',b'6',b'50',b'693',b'6.4271',b'5.80574',b'39',b'2.4103'
198138,b'Enchanters',b'2016',b'2',b'4',b'60',b'811',b'7.09684',b'6.05541',b'29',b'1.8621'
7947,b'Lucky Catch',b'1997',b'2',b'5',b'10',b'41',b'6.11978',b'5.51631',b'3',b'1.3333'
3411,b'Drive on Paris',b'2000',b'2',b'2',b'300',b'156',b'7.00641',b'5.64665',b'19',b'2.7368'
177099,b'Great Scott!',b'2016',b'3',b'5',b'45',b'90',b'6.76444',b'5.57334',b'3',b'1'
191932,b'Exposed',b'2016',b'2',b'6',b'45',b'212',b'6.42377',b'5.62266',b'6',b'1.6667'
180006,"b""Fram R'lyeh""",b'2015',b'3',b'5',b'20',b'83',b'6.14964',b'5.53887',b'3',b'1.3333'
5958,"b'NATO, Nukes & Nazis'",b'1990',b'2',b'2',b'180',b'70',b'6.98',b'5.56936',b'4',b'4'
20643,b'Friesen-Trn',b'2005',b'3',b'6',b'45',b'48',b'6.33333',b'5.52959',b'11',b'1.2727'
56241,b'Coral Sea: Campaign Commander Volume II',b'2010',b'2',b'2',b'180',b'103',b'7.10922',b'5.60859',b'19',b'2.4737'
169743,b'Moons',b'2017',b'3',b'6',b'20',b'230',b'6.04626',b'5.57281',b'4',b'1.5'
36599,b'Level Up',b'2008',b'2',b'6',b'60',b'167',b'5.66461',b'5.51161',b'5',b'1.4'
5575,b'PeaceBowl',b'2003',b'2',b'4',b'45',b'136',b'6.47392',b'5.54582',b'14',b'1.5714'
123162,b'Democracy: Majority Rules',b'2013',b'3',b'5',b'60',b'93',b'6.08011',b'5.53509',b'5',b'2.2'
200610,b'Million Dollars But... The Game',b'2016',b'2',b'6',b'30',b'217',b'5.61037',b'5.49796',b'4',b'1.5'
3318,b'Heave Ho!',b'2002',b'2',b'2',b'45',b'883',b'6.26241',b'5.79269',b'84',b'1.2976'
488,b'Stake Your Claim',b'1985',b'2',b'6',b'15',b'53',b'6.05849',b'5.51998',b'4',b'1'
7720,b'The Prince: The Struggle of House Borgia',b'2003',b'3',b'5',b'90',b'268',b'4.96425',b'5.40088',b'34',b'2.3824'
7622,b'Morsecode ',b'2001',b'1',b'5',b'360',b'40',b'6.495',b'5.52222',b'10',b'3.8'
146384,b'The Amberden Affair',b'2013',b'3',b'6',b'45',b'64',b'5.89453',b'5.50937',b'7',b'1.8571'
27336,b'PowerShot Soccer',b'2006',b'2',b'2',b'20',b'46',b'5.75652',b'5.50875',b'6',b'1'
5251,b'Camelot',b'1930',b'2',b'2',b'15',b'265',b'6.72245',b'5.66429',b'34',b'2.3529'
151947,b'Trivial Pursuit: Doctor Who',b'2013',b'2',b'6',b'0',b'63',b'5.65873',b'5.5099',b'0',b'0'
95064,b'Ascension: Return of the Fallen',b'2011',b'1',b'2',b'30',b'3043',b'7.30483',b'6.71319',b'114',b'2.1842'
206780,b'Vikingdoms',b'2016',b'2',b'2',b'30',b'106',b'7.00142',b'5.59696',b'5',b'2.4'
32601,"b""Rubik's Revolution""",b'2006',b'1',b'6',b'15',b'36',b'4.52056',b'5.47325',b'7',b'1.7143'
89952,b'Carcassonne: 10 Year Special Edition',b'2011',b'2',b'5',b'45',b'1560',b'7.68033',b'6.61071',b'97',b'2.0206'
118177,b'Connections',b'2012',b'1',b'4',b'20',b'109',b'6.33621',b'5.56451',b'8',b'1.625'
209166,b'Meduris: Der Ruf der Gtter',b'2016',b'2',b'4',b'75',b'305',b'6.51578',b'5.69221',b'7',b'2.2857'
4217,b'Alexandros',b'1991',b'2',b'2',b'240',b'97',b'6.24381',b'5.54097',b'16',b'2.5'
3007,b'Noteability',b'1990',b'3',b'6',b'30',b'103',b'4.55049',b'5.43141',b'10',b'1.2'
32995,b'Saigo no Kane',b'2008',b'2',b'4',b'60',b'124',b'6.47177',b'5.57735',b'12',b'3.0833'
1417,b'Alibi',b'1993',b'3',b'10',b'45',b'665',b'5.44166',b'5.4628',b'50',b'1.82'
41890,b'Food Chain',b'2009',b'2',b'4',b'30',b'148',b'5.49189',b'5.48913',b'11',b'1.2727'
38227,b'Wolsung: The Boardgame',b'2008',b'2',b'4',b'30',b'216',b'5.49537',b'5.4884',b'30',b'2.2333'
18679,"b""Morgan's Revenge""",b'1996',b'0',b'0',b'0',b'41',b'4.37939',b'5.46241',b'6',b'1'
143741,b'BANG! The Dice Game',b'2013',b'3',b'8',b'15',b'17482',b'6.97795',b'6.83612',b'578',b'1.2768'
199042,b'Harry Potter: Hogwarts Battle',b'2016',b'2',b'4',b'60',b'8558',b'7.49424',b'7.11477',b'163',b'2.0613'
3528,b'Priceless',b'1996',b'2',b'4',b'45',b'106',b'5.92641',b'5.52559',b'10',b'2.4'
154742,b'Video Game High School',b'2014',b'2',b'4',b'30',b'128',b'6.46172',b'5.56803',b'12',b'2'
25866,b'Wizard Junior',b'2006',b'3',b'6',b'20',b'52',b'6.41154',b'5.53279',b'3',b'1.3333'
5001,b'Telepaths',b'1992',b'4',b'24',b'60',b'100',b'6.0595',b'5.53019',b'3',b'1.3333'
27968,"b'Red Star Rising: The War in Russia, 1941-1944'",b'2007',b'2',b'2',b'1200',b'210',b'7.56413',b'5.74665',b'42',b'3.3571'
7278,b'Against All Odds',b'2003',b'2',b'2',b'180',b'56',b'7.39375',b'5.56582',b'9',b'4.1111'
176817,b'Assassinorum: Execution Force',b'2015',b'1',b'4',b'60',b'314',b'6.70048',b'5.69598',b'17',b'2.1176'
128352,b'Chaos & Alchemy',b'2012',b'2',b'5',b'20',b'169',b'6.0745',b'5.55474',b'12',b'2.0833'
41541,b'Are You the Traitor?',b'2009',b'4',b'10',b'30',b'687',b'5.06162',b'5.34554',b'42',b'1.4762'
149169,b'Heavy Steam',b'2015',b'2',b'4',b'120',b'127',b'6.9311',b'5.611',b'12',b'3.25'
92177,b'Articulate! Your Life',b'2010',b'4',b'20',b'60',b'84',b'6.12083',b'5.52873',b'1',b'1'
174219,"b""Time's Up! Kids""",b'2015',b'2',b'12',b'20',b'102',b'7.20591',b'5.61605',b'3',b'1'
177678,b'Signorie',b'2015',b'2',b'4',b'120',b'2251',b'7.45447',b'6.7157',b'129',b'3.5659'
16873,b'Dividends',b'2005',b'2',b'12',b'30',b'100',b'5.45025',b'5.48782',b'16',b'2.25'
150605,b'Candy Chaser',b'2013',b'2',b'4',b'10',b'260',b'5.91835',b'5.56586',b'6',b'1.1667'
7799,b'Bloodiest Day',b'1995',b'2',b'2',b'120',b'34',b'6.61471',b'5.52388',b'8',b'2.75'
120316,b'Nine Worlds',b'2016',b'2',b'6',b'90',b'165',b'6.55776',b'5.59521',b'5',b'2.6'
123511,b'Guns of Galicia',b'2012',b'2',b'2',b'60',b'48',b'6.7825',b'5.53825',b'10',b'2.5'
15826,b'Triumph of Chaos',b'2005',b'2',b'2',b'360',b'335',b'7.57297',b'5.88977',b'96',b'4.3542'
42328,b'Pax Baltica',b'2009',b'2',b'2',b'840',b'321',b'7.34371',b'5.82511',b'48',b'2.9583'
165600,b'What The Face?',b'2014',b'3',b'8',b'30',b'57',b'4.51766',b'5.45733',b'1',b'1'
9803,b'Operation Michael',b'2002',b'2',b'2',b'180',b'111',b'6.8536',b'5.59464',b'17',b'2.7647'
184459,b'Ave Roma',b'2016',b'2',b'5',b'120',b'804',b'7.23714',b'6.13977',b'53',b'3.7925'
6701,b'Battlecards: World Conflict  Pacific Theatre: Starter Set',b'2003',b'2',b'8',b'60',b'68',b'5.56765',b'5.50263',b'7',b'1.8571'
9921,b'Headache',b'1968',b'2',b'4',b'20',b'143',b'4.34941',b'5.3819',b'11',b'1.0909'
99,b'Fortress America',b'1986',b'2',b'4',b'180',b'2316',b'6.70039',b'6.2143',b'239',b'2.6444'
118174,b'Compounded',b'2013',b'2',b'5',b'90',b'2414',b'6.78593',b'6.30672',b'112',b'2.4196'
157779,b'Barragoon',b'2014',b'2',b'2',b'120',b'126',b'7.22063',b'5.63488',b'7',b'2.7143'
72800,b'RoadZters',b'2010',b'1',b'4',b'20',b'307',b'6.78388',b'5.73357',b'19',b'1.2632'
27298,"b""Owner's Choice""",b'2006',b'2',b'5',b'45',b'592',b'6.17356',b'5.69308',b'72',b'1.75'
4935,b'Test of Arms',b'1988',b'2',b'2',b'120',b'81',b'6.02716',b'5.52003',b'9',b'2.2222'
144388,b'Elevenses',b'2013',b'2',b'4',b'30',b'1064',b'6.25841',b'5.82307',b'62',b'1.4032'
9160,b'Neopets TCG',b'2003',b'2',b'2',b'20',b'76',b'5.05921',b'5.47048',b'5',b'1.4'
55834,b'Mosaix',b'2009',b'1',b'4',b'20',b'602',b'6.57954',b'5.83336',b'58',b'1.4138'
143200,b'Jungle Speed: Silver',b'2013',b'3',b'4',b'0',b'64',b'5.85484',b'5.5166',b'5',b'1.2'
84876,b'The Castles of Burgundy',b'2011',b'2',b'4',b'90',b'40255',b'8.12739',b'8.01123',b'2121',b'3.0019'
11091,"b""Leuthen: Frederick's Greatest Victory""",b'1997',b'1',b'2',b'360',b'77',b'7.90584',b'5.61973',b'15',b'4'
108832,b'Chocoly',b'2011',b'2',b'4',b'30',b'98',b'6.15357',b'5.53971',b'5',b'1.4'
27165,b'Age of Discovery',b'2007',b'2',b'4',b'45',b'869',b'6.37373',b'5.8331',b'116',b'2.4052'
35674,b'Arktia',b'2008',b'2',b'4',b'15',b'103',b'5.61602',b'5.50992',b'15',b'2.3333'
147614,b'Crazy Time',b'2013',b'4',b'7',b'30',b'315',b'6.86486',b'5.75182',b'13',b'1.6154'
3835,b'Turbo',b'1983',b'2',b'4',b'30',b'60',b'4.64767',b'5.46113',b'9',b'1.1111'
4251,b'Globopolis',b'2002',b'2',b'5',b'180',b'64',b'4.16406',b'5.43773',b'10',b'2.4'
15990,b'Storm Over Scandinavia',b'1998',b'1',b'4',b'480',b'50',b'7.328',b'5.55404',b'9',b'4.1111'
55031,b'Grand Slam',b'2014',b'2',b'4',b'30',b'97',b'6.30309',b'5.54964',b'12',b'1.25'
