id,name,yearpublished,minplayers,maxplayers,playingtime,users_rated,average_rating,bayes_average_rating,total_weights,average_weight
2901,b'GolfMania',b'1997',b'2',b'6',b'20',b'232',b'5.13384',b'5.44794',b'24',b'1.25'
93577,b'Rocket Jockey',b'2012',b'2',b'4',b'60',b'145',b'5.65241',b'5.5153',b'19',b'2.1579'
4976,b'Derby Days',b'1989',b'2',b'4',b'20',b'41',b'4.99244',b'5.48453',b'3',b'1'
169675,"b""L'osti d'jeu""",b'2014',b'3',b'12',b'40',b'219',b'6.21279',b'5.5917',b'9',b'1'
8046,b'Alien Space Battle Manual',b'1973',b'2',b'8',b'90',b'38',b'7.02632',b'5.52994',b'5',b'2.2'
16620,b'Domination',b'2005',b'2',b'4',b'30',b'83',b'4.93133',b'5.46732',b'7',b'1.1429'
138317,b'Trains and Stations',b'2013',b'3',b'5',b'45',b'823',b'5.83465',b'5.6246',b'56',b'1.8214'
1254,b'Crack the Case',b'1993',b'2',b'8',b'60',b'504',b'5.93702',b'5.60465',b'34',b'1.5882'
1301,b'Netrunner',b'1996',b'2',b'2',b'45',b'2267',b'7.45082',b'6.68241',b'206',b'2.9223'
5511,b'Southern Front',b'1984',b'2',b'2',b'360',b'224',b'7.41605',b'5.75371',b'28',b'3.3929'
38355,b'Scene It? Star Trek',b'2009',b'2',b'12',b'30',b'213',b'5.9662',b'5.55616',b'5',b'1.6'
97377,b'Hail Caesar',b'2011',b'2',b'8',b'240',b'78',b'7.45897',b'5.59591',b'14',b'3'
89569,b'Uskoci: A Card Game of Croatian Pirates',b'2010',b'2',b'6',b'30',b'91',b'5.53956',b'5.48019',b'17',b'1.5294'
110962,b'Shadow Days',b'2012',b'2',b'4',b'30',b'38',b'3.71053',b'5.45299',b'3',b'1.3333'
7491,b'Princess',b'1986',b'2',b'4',b'20',b'84',b'5.83393',b'5.51376',b'8',b'1.125'
2596,b'Villa Paletti',b'2001',b'2',b'4',b'30',b'3887',b'6.46193',b'6.20039',b'332',b'1.1566'
129322,b'Kaijudo',b'2012',b'2',b'2',b'20',b'91',b'6.03297',b'5.52594',b'6',b'1.6667'
4952,"b'Trivial Pursuit: TV Edition  4,800 Questions and Answers'",b'1992',b'2',b'6',b'60',b'84',b'5.29881',b'5.48488',b'9',b'2'
110102,b'Siberia',b'2011',b'2',b'4',b'60',b'341',b'6.80186',b'5.76382',b'28',b'2.3929'
10640,b'Doom: The Boardgame',b'2004',b'2',b'4',b'180',b'4935',b'6.86499',b'6.49107',b'609',b'2.908'
194879,b'Not Alone',b'2016',b'2',b'7',b'45',b'6506',b'7.06294',b'6.75322',b'128',b'1.9453'
4616,b'Arimaa',b'2002',b'2',b'2',b'60',b'618',b'7.25831',b'5.98314',b'62',b'3.5161'
42207,b'Super Circles',b'2009',b'2',b'4',b'5',b'150',b'5.92741',b'5.54063',b'8',b'1'
13703,b'The Game of Life: Pirates of the Caribbean',b'2004',b'2',b'6',b'45',b'156',b'4.975',b'5.43889',b'5',b'1.2'
8446,b'Campaigns in the Valley',b'1988',b'2',b'2',b'120',b'43',b'5.85814',b'5.50365',b'10',b'2.6'
81588,b'OMEGA',b'2010',b'2',b'4',b'30',b'36',b'7.08611',b'5.53411',b'4',b'3.5'
87871,b'Bra$ilis',b'2010',b'3',b'6',b'60',b'30',b'5.38333',b'5.49286',b'5',b'1.4'
24565,b'Magical Athlete',b'2002',b'4',b'5',b'60',b'983',b'6.48318',b'5.90369',b'77',b'1.3117'
10634,b'Napoleon and the Archduke Charles: The Battle of Abensberg',b'1987',b'2',b'2',b'90',b'79',b'5.98481',b'5.52484',b'9',b'2.6667'
40800,b'Miss Poutine',b'2009',b'4',b'8',b'15',b'162',b'6.16204',b'5.56567',b'12',b'1.1667'
748,b'Trax',b'1980',b'2',b'2',b'10',b'513',b'6.51075',b'5.7649',b'54',b'2.1481'
4831,b'NFL Strategy',b'1970',b'2',b'2',b'150',b'197',b'6.81513',b'5.64783',b'20',b'2.25'
192458,b'51st State: Master Set',b'2016',b'1',b'4',b'90',b'4119',b'7.67531',b'7.09222',b'130',b'2.9385'
76319,b'Unusual Suspects',b'2009',b'2',b'4',b'10',b'62',b'4.73387',b'5.46447',b'3',b'1'
5060,b'Caesar in Alexandria',b'2001',b'2',b'2',b'300',b'134',b'6.88396',b'5.62008',b'14',b'3'
24988,b'Lie Detector: The Crime Solving Card Game',b'2006',b'2',b'2',b'15',b'68',b'4.98338',b'5.47582',b'15',b'1.4667'
11889,b'End of the Iron Dream',b'1985',b'1',b'4',b'0',b'57',b'6.81579',b'5.54462',b'9',b'2.6667'
434,"b""Yucata'""",b'1996',b'2',b'4',b'30',b'476',b'5.8285',b'5.58073',b'51',b'1.7059'
16144,b'Fruit Spy',b'2005',b'3',b'5',b'20',b'549',b'5.82',b'5.58554',b'71',b'1.2676'
4916,"b'Great War at Sea: 1904-1905, The Russo-Japanese War'",b'1999',b'2',b'4',b'30',b'136',b'6.62279',b'5.58885',b'25',b'2.44'
11168,b'Flames of War: The World War II Miniatures Game',b'2002',b'2',b'2',b'120',b'820',b'7.09302',b'6.04403',b'106',b'3.283'
193238,b'Tunisia II',b'2016',b'1',b'2',b'3000',b'141',b'8.51631',b'5.75021',b'9',b'4.4444'
1174,b'Minister',b'1975',b'2',b'4',b'60',b'130',b'4.89154',b'5.445',b'11',b'1.2727'
154086,b'Gold West',b'2015',b'2',b'4',b'60',b'2032',b'7.43154',b'6.66758',b'69',b'2.4638'
175223,b'Valley of the Kings: Afterlife',b'2015',b'1',b'4',b'45',b'1552',b'7.32298',b'6.46255',b'51',b'2.2745'
203427,b'Fabled Fruit',b'2016',b'2',b'5',b'30',b'4375',b'7.0732',b'6.68985',b'91',b'1.5824'
1578,b'RoadKill',b'1993',b'2',b'10',b'90',b'286',b'5.89983',b'5.5626',b'37',b'2.3784'
16443,b'Dungeoneer: Dragons of the Forsaken Desert',b'2005',b'2',b'4',b'60',b'501',b'6.28255',b'5.69621',b'51',b'2.1961'
21754,b'Nottingham',b'2006',b'3',b'7',b'30',b'1433',b'6.26068',b'5.89384',b'171',b'1.6023'
174182,b'Force of Will',b'2014',b'2',b'2',b'30',b'207',b'7.03647',b'5.67745',b'11',b'2.9091'
15830,b'Scene It? Disney',b'2004',b'2',b'12',b'30',b'413',b'5.51603',b'5.47855',b'21',b'1.619'
2868,b'Eye',b'1987',b'1',b'4',b'30',b'56',b'4.08571',b'5.44487',b'6',b'2.3333'
19048,b'The Nacho Incident',b'2005',b'2',b'4',b'45',b'246',b'5.99532',b'5.57819',b'33',b'1.9394'
65225,b'Road Kill Rally',b'2010',b'3',b'6',b'90',b'923',b'6.40551',b'5.85379',b'80',b'2.05'
191473,b'Speed Dice',b'2014',b'2',b'4',b'15',b'65',b'5.71385',b'5.51016',b'5',b'1.2'
4491,b'Cave Troll',b'2002',b'2',b'4',b'60',b'3468',b'6.42176',b'6.13284',b'322',b'1.9752'
175468,b'Foe Hunters',b'2016',b'1',b'6',b'90',b'47',b'6.78277',b'5.51777',b'2',b'2.5'
12750,b'1860: Railways on the Isle of Wight',b'2004',b'2',b'4',b'240',b'553',b'7.96483',b'6.23599',b'69',b'4.1159'
23378,"b""Cold War Battles: Budapest '56 & Angola '87""",b'2006',b'2',b'2',b'180',b'62',b'6.71081',b'5.54844',b'8',b'2.5'
13771,b'Hellfire Pass',b'1985',b'2',b'2',b'180',b'51',b'6.42843',b'5.52873',b'10',b'2.6'
3302,b'Machu Picchu',b'1998',b'2',b'4',b'40',b'49',b'4.90469',b'5.47915',b'3',b'1.6667'
43080,b'Miksi juuri Mntsl...?',b'2009',b'2',b'6',b'20',b'41',b'6.09024',b'5.51689',b'5',b'1.4'
108344,b'Might & Magic Heroes',b'2012',b'2',b'4',b'180',b'542',b'6.63317',b'5.78402',b'41',b'3.3171'
197408,b'Phalanxx',b'2016',b'1',b'4',b'60',b'159',b'6.92774',b'5.63687',b'7',b'2.4286'
121958,b'Sky Traders',b'2012',b'2',b'5',b'180',b'630',b'6.15508',b'5.66656',b'45',b'2.7778'
2447,b'World War II: European Theater of Operations',b'1985',b'2',b'5',b'1200',b'236',b'7.18072',b'5.70915',b'47',b'4'
4342,b'Screaming Eagles in Holland',b'2002',b'1',b'2',b'240',b'97',b'7.47371',b'5.62209',b'12',b'3.8333'
2988,b'Sticks & Stones',b'1978',b'1',b'2',b'45',b'137',b'5.94307',b'5.5357',b'11',b'1.7273'
459,b'Ausgebremst',b'1993',b'3',b'6',b'45',b'236',b'6.89191',b'5.69901',b'28',b'1.6071'
9464,b'Teenage Mutant Ninja Turtles: Pizza Power Game',b'1987',b'2',b'4',b'20',b'208',b'4.78697',b'5.39227',b'7',b'1.2857'
117885,b'Chef Cuckoo!',b'2012',b'3',b'8',b'20',b'43',b'6.0314',b'5.5166',b'4',b'1'
183959,b'Latice',b'2015',b'2',b'4',b'30',b'380',b'6.798',b'5.75506',b'12',b'1.5833'
7553,b'Babylon',b'2003',b'2',b'2',b'5',b'275',b'5.52891',b'5.50252',b'26',b'1.5769'
168584,b'Love Letter: Batman',b'2015',b'2',b'4',b'20',b'4682',b'7.28859',b'6.84935',b'120',b'1.1833'
144789,b'The Sheep Race',b'2013',b'2',b'6',b'45',b'219',b'6.55297',b'5.63706',b'15',b'1.5333'
147883,b'Lost Legacy: Hyakunen Senso to Ryu no Miko',b'2013',b'2',b'4',b'10',b'122',b'7.18975',b'5.63477',b'7',b'1.1429'
152846,b'The Convicted',b'2014',b'1',b'4',b'900',b'155',b'7.29645',b'5.64774',b'27',b'3.8519'
9446,b'Blue Moon',b'2004',b'2',b'2',b'30',b'5334',b'6.70559',b'6.44464',b'587',b'2.1721'
451,b'Beutelschneider',b'1997',b'3',b'4',b'30',b'37',b'6.04595',b'5.51322',b'2',b'1.5'
1983,b'Frontier-6',b'1980',b'2',b'6',b'60',b'36',b'6.35417',b'5.51067',b'7',b'2'
5704,"b""Capt'n Clever""",b'2003',b'3',b'4',b'30',b'317',b'5.65789',b'5.52888',b'35',b'1.2857'
39020,b'Professor Pnschge',b'2008',b'2',b'7',b'30',b'130',b'6.14',b'5.5567',b'11',b'2.3636'
586,b'Up Front',b'1983',b'2',b'3',b'60',b'2082',b'7.85636',b'6.88024',b'277',b'3.3935'
430,b'Asterix: Das Kartenspiel',b'1990',b'2',b'5',b'30',b'144',b'5.98194',b'5.54397',b'14',b'1.1429'
24820,b'High Voltage',b'2006',b'2',b'4',b'45',b'60',b'6.13333',b'5.5129',b'6',b'2.1667'
165556,b'Orongo',b'2014',b'2',b'4',b'40',b'338',b'6.61689',b'5.73005',b'17',b'2.2353'
1715,b'Od',b'1985',b'2',b'4',b'45',b'44',b'5.49091',b'5.49302',b'5',b'1.8'
86754,b'I Signori dei Draghi',b'2010',b'2',b'8',b'45',b'43',b'6.85349',b'5.53256',b'6',b'2.8333'
5002,b'Pro Golf',b'1981',b'1',b'36',b'60',b'139',b'5.58317',b'5.50143',b'23',b'1.7391'
8037,b'Patrol!: Man-to-Man Combat in the 20th Century',b'1974',b'1',b'3',b'240',b'105',b'6.2301',b'5.54858',b'15',b'3.3333'
82402,b'Friesematenten',b'2010',b'2',b'4',b'45',b'522',b'6.29262',b'5.70309',b'39',b'1.9744'
32682,b'Scene It? Disney Second Edition',b'2007',b'2',b'12',b'45',b'128',b'5.60547',b'5.49474',b'1',b'1'
7607,b'Attakube',b'2001',b'2',b'2',b'20',b'55',b'6.51545',b'5.5411',b'4',b'2.25'
191231,b'Via Nebula',b'2016',b'2',b'4',b'60',b'3431',b'7.09301',b'6.63316',b'89',b'2.2022'
9143,b'War in Europe (second edition)',b'1999',b'1',b'3',b'360',b'53',b'7.41698',b'5.55382',b'9',b'4.1111'
9851,b'Shut the Box',b'1750',b'2',b'4',b'30',b'1035',b'5.04714',b'5.2763',b'81',b'1.0864'
177062,b'Tank on Tank: East Front',b'2015',b'1',b'2',b'45',b'60',b'7.4025',b'5.5729',b'7',b'1.7143'
172994,b'Catan: Traveler  Compact Edition',b'2015',b'2',b'4',b'75',b'248',b'7.14393',b'5.72107',b'5',b'2.2'
3356,b'Musketeers',b'1985',b'1',b'3',b'60',b'36',b'5.4925',b'5.50017',b'4',b'1.75'
55952,b'Greed Incorporated',b'2009',b'3',b'5',b'180',b'869',b'6.9778',b'6.09424',b'101',b'3.5644'
150013,b'No Retreat! Italian Front: 1943-45',b'2015',b'2',b'3',b'780',b'173',b'7.66994',b'5.7268',b'23',b'3.913'
11629,b'Guillotine',b'1983',b'4',b'4',b'120',b'65',b'6.68846',b'5.5397',b'6',b'1.5'
2936,b'Dice Run',b'2002',b'2',b'6',b'30',b'366',b'5.92339',b'5.58869',b'45',b'1.4222'
125675,b'Doctor Who: The Card Game',b'2012',b'2',b'4',b'60',b'788',b'5.77619',b'5.59234',b'68',b'1.9559'
128671,b'Spartacus: A Game of Blood & Treachery',b'2012',b'3',b'4',b'180',b'6564',b'7.45535',b'7.04618',b'331',b'2.71'
12134,b'This Hallowed Ground',b'1998',b'2',b'6',b'360',b'116',b'7.90636',b'5.67024',b'20',b'4.1'
191300,b'Archaeology: The New Expedition',b'2016',b'2',b'5',b'20',b'2254',b'7.16437',b'6.51965',b'52',b'1.3077'
23631,b'Conquest of Pangea',b'2006',b'2',b'4',b'90',b'290',b'5.25848',b'5.44751',b'40',b'2.475'
6187,b'Avalon',b'2003',b'2',b'2',b'45',b'236',b'5.70953',b'5.50982',b'10',b'1.8'
12505,b'Clash of the Eagles: Borodino & Friedland',b'1999',b'2',b'2',b'0',b'49',b'6.60204',b'5.53553',b'8',b'2.375'
4579,b'Pirates des Carabes',b'1997',b'3',b'6',b'120',b'49',b'5.89796',b'5.51148',b'2',b'2'
75644,b'Check Your 6! Jet Age',b'2010',b'2',b'20',b'120',b'37',b'7.67568',b'5.55572',b'9',b'3.1111'
172033,b'Crab Stack',b'2015',b'2',b'4',b'20',b'159',b'6.24969',b'5.57049',b'7',b'1.5714'
772,b'Ausbrecher AG',b'1985',b'2',b'6',b'20',b'258',b'6.06678',b'5.58986',b'27',b'1.3704'
107181,b'Scene It? Harry Potter: The Complete Cinematic Journey',b'2011',b'2',b'12',b'45',b'57',b'6.54982',b'5.52905',b'3',b'2'
153623,b'Limes',b'2014',b'1',b'2',b'20',b'975',b'6.90758',b'6.09146',b'42',b'1.8333'
3759,b'Make Your Own Opoly',b'1998',b'2',b'6',b'60',b'52',b'4.01154',b'5.44793',b'2',b'1.5'
89340,b'Name 5',b'2009',b'2',b'0',b'60',b'211',b'4.88682',b'5.41166',b'6',b'1.3333'
181209,b'Mistfall: Kickstarter Edition',b'2015',b'1',b'4',b'120',b'115',b'6.96217',b'5.61302',b'2',b'4.5'
99358,"b""Stonewall Jackson's Way II""",b'2013',b'0',b'2',b'720',b'201',b'8.47761',b'5.86744',b'22',b'3.7727'
212445,b'Blood Bowl (2016 edition)',b'2016',b'2',b'2',b'120',b'1834',b'8.1116',b'6.89946',b'37',b'3.4865'
181327,b'Die holde Isolde',b'2015',b'2',b'5',b'30',b'362',b'6.70936',b'5.75658',b'17',b'1.7647'
130597,b'Like: The Social Game',b'2012',b'3',b'8',b'30',b'63',b'5.61905',b'5.4685',b'14',b'1.7143'
1965,"b""Mertwig's Maze""",b'1988',b'2',b'6',b'100',b'259',b'6.45019',b'5.64389',b'28',b'1.9286'
4677,b'Lee Invades the North',b'1988',b'2',b'2',b'360',b'41',b'6.48659',b'5.52157',b'7',b'2.4286'
162578,b'Collapse',b'2015',b'2',b'4',b'20',b'65',b'6.26769',b'5.53182',b'3',b'2.3333'
132717,b'Words with Friends',b'2012',b'2',b'4',b'0',b'73',b'5.36534',b'5.49103',b'0',b'0'
109786,b'Serica: Plains of Dust',b'2011',b'2',b'2',b'30',b'35',b'6.58143',b'5.52732',b'5',b'2.4'
1116,b'Oh Hell!',b'1930',b'3',b'7',b'30',b'997',b'6.7963',b'6.03644',b'101',b'1.7624'
5030,"b""No Respect: Rodney Dangerfield's Game""",b'1985',b'2',b'4',b'30',b'39',b'5.78462',b'5.50753',b'3',b'1.3333'
28047,b'Covert Action',b'2007',b'4',b'14',b'20',b'250',b'5.181',b'5.44719',b'28',b'1.3571'
171500,b'El Dorado Canyon',b'2015',b'4',b'6',b'30',b'31',b'8.48645',b'5.52021',b'4',b'1.75'
150690,b'Templar Intrigue',b'2014',b'7',b'10',b'30',b'212',b'5.07873',b'5.44101',b'16',b'1.375'
37919,b'Ascending Empires',b'2011',b'2',b'4',b'75',b'1958',b'7.17868',b'6.4914',b'152',b'2.3421'
135796,b'Next War: Taiwan',b'2014',b'2',b'0',b'480',b'148',b'8.08378',b'5.71771',b'26',b'4.2692'
16149,b'Up And Down',b'2005',b'2',b'6',b'20',b'132',b'6.26523',b'5.5643',b'13',b'1.7692'
9392,b'Nya Finans',b'0',b'2',b'6',b'90',b'134',b'4.74515',b'5.42756',b'11',b'1.8182'
75674,b'Julian: Triumph Before the Storm',b'2010',b'1',b'2',b'240',b'53',b'7.33019',b'5.56504',b'9',b'2.5556'
179574,b'Scuba',b'2016',b'2',b'4',b'60',b'100',b'5.6945',b'5.50822',b'3',b'1.3333'
62214,b'Aspern-Essling 1809',b'2009',b'0',b'2',b'240',b'101',b'7.85396',b'5.62382',b'23',b'2.7826'
174430,b'Gloomhaven',b'2017',b'1',b'4',b'120',b'31370',b'8.85309',b'8.58426',b'1318',b'3.8103'
1602,b'The Royal Game of Ur',b'1977',b'2',b'2',b'30',b'459',b'5.74721',b'5.51882',b'35',b'1.3143'
4991,b'Apples to Apples Kids',b'2001',b'4',b'10',b'30',b'384',b'6.07998',b'5.6225',b'38',b'1.0789'
10419,b'Adversity',b'2003',b'3',b'6',b'30',b'44',b'4.96364',b'5.47798',b'2',b'2'
42910,b'Peloponnes',b'2009',b'1',b'5',b'45',b'2644',b'7.13188',b'6.59117',b'216',b'2.3843'
24157,b'Order of the Stick Adventure Game: The Dungeon of Dorukan',b'2006',b'2',b'6',b'360',b'1214',b'5.7675',b'5.60301',b'124',b'2.7581'
2173,b'4 Player Chess',b'1881',b'4',b'4',b'45',b'385',b'6.02039',b'5.57849',b'29',b'2.931'
138729,b'Hull Breach: Loyalty & Vigilance',b'2014',b'2',b'8',b'60',b'42',b'7.3631',b'5.52903',b'5',b'2.6'
1375,b'Guadalcanal',b'1992',b'2',b'2',b'240',b'156',b'6.3875',b'5.58019',b'17',b'2.7059'
4893,b'The Real Ghostbusters Game',b'1986',b'2',b'4',b'30',b'88',b'5.3575',b'5.48555',b'7',b'1.2857'
36325,b'Down in Flames: Aces High',b'2008',b'2',b'6',b'45',b'274',b'7.06533',b'5.74897',b'47',b'2.1277'
128938,b'Pack of Heroes',b'2014',b'2',b'2',b'20',b'308',b'6.40821',b'5.66577',b'20',b'2'
63743,b'The World Cup Card Game 2010',b'2010',b'2',b'8',b'75',b'253',b'6.34269',b'5.63099',b'35',b'1.6'
95386,b'Tem-Purr-A',b'2011',b'3',b'10',b'15',b'741',b'6.06689',b'5.67854',b'20',b'1.2'
84889,b'Cave Evil',b'2011',b'2',b'4',b'180',b'342',b'7.90237',b'5.9347',b'45',b'3.4444'
670,b'Starship Troopers',b'1976',b'1',b'2',b'120',b'1144',b'6.4879',b'5.91812',b'135',b'3.1037'
77148,b'Globalization',b'2010',b'2',b'6',b'60',b'77',b'5.61883',b'5.50011',b'7',b'2.5714'
82572,b'Dive! Diver! Die!',b'2010',b'3',b'5',b'45',b'107',b'6.24206',b'5.54843',b'19',b'1.7895'
11177,b'Cardmaster: Adventure Design Deck',b'1993',b'1',b'4',b'60',b'43',b'5.87209',b'5.51003',b'4',b'1.25'
10140,b'The Scrambled States of America: Deluxe Edition',b'2002',b'2',b'4',b'20',b'222',b'5.81728',b'5.53568',b'19',b'1.2105'
11429,b'The Rising Sun: Command at Sea Volume I',b'1994',b'2',b'12',b'150',b'82',b'7.21707',b'5.59103',b'21',b'4.381'
174476,"b""10' to Kill""",b'2015',b'2',b'4',b'15',b'1087',b'6.31898',b'5.85578',b'48',b'1.6667'
3512,b'Doorways to Adventure',b'1986',b'2',b'6',b'60',b'44',b'5.61364',b'5.50075',b'5',b'1.4'
22664,b'Phase 10 Masters Edition',b'2001',b'2',b'6',b'120',b'387',b'5.70452',b'5.53668',b'23',b'1.3913'
38829,b'Greater East Asia War',b'2009',b'1',b'2',b'360',b'45',b'6.77733',b'5.53599',b'9',b'2.7778'
421,b'1830: Railways & Robber Barons',b'1986',b'2',b'7',b'360',b'4282',b'7.87512',b'7.2977',b'513',b'4.1598'
149324,b'Escape from Sunset Island:  Zombie Apocalypse Simulator',b'2013',b'4',b'10',b'90',b'82',b'5.85366',b'5.48686',b'5',b'2'
158976,"b""Ascension: Year One Collector's Edition""",b'2015',b'1',b'6',b'30',b'356',b'7.92539',b'5.96624',b'11',b'2.3636'
154301,"b""The Battle at Kemble's Cascade""",b'2014',b'1',b'5',b'75',b'1345',b'6.76082',b'6.10891',b'61',b'2.5902'
10681,b'Apples to Apples Junior',b'2002',b'4',b'10',b'30',b'986',b'5.8453',b'5.62148',b'59',b'1.1525'
112102,b'SchuhBidu',b'2011',b'2',b'4',b'10',b'115',b'5.90296',b'5.53096',b'7',b'1'
10544,b'Master Quiz',b'0',b'2',b'6',b'90',b'49',b'5.26782',b'5.49786',b'5',b'1.6'
143843,b'Spot it! Party',b'2013',b'2',b'8',b'0',b'69',b'6.26797',b'5.53859',b'2',b'1'
32161,b'Wypas',b'2007',b'3',b'6',b'15',b'75',b'4.45067',b'5.44715',b'5',b'1.4'
2482,b'Zaxxon',b'1982',b'2',b'2',b'30',b'126',b'4.32417',b'5.39659',b'10',b'1.2'
158771,b'Hogger Logger',b'2015',b'2',b'6',b'20',b'59',b'5.48424',b'5.49012',b'3',b'1.3333'
19560,b'Zathura: Adventure is Waiting',b'2005',b'2',b'4',b'45',b'114',b'4.59363',b'5.41584',b'12',b'1.0833'
3692,b'Firepower',b'1984',b'1',b'6',b'60',b'482',b'6.14299',b'5.65413',b'76',b'3.6711'
10550,b'Big Boggle',b'1979',b'2',b'8',b'10',b'1260',b'6.84455',b'6.12231',b'103',b'1.534'
24270,b'Hoyuk',b'2006',b'2',b'5',b'60',b'384',b'6.15547',b'5.62086',b'26',b'2.5385'
57390,b'Catacombs',b'2010',b'2',b'5',b'60',b'2828',b'7.10288',b'6.56974',b'205',b'1.9463'
96342,b'Black Stories: Holiday Edition',b'2011',b'2',b'15',b'45',b'65',b'6.01277',b'5.51967',b'5',b'1'
152237,b'Pairs',b'2014',b'2',b'8',b'15',b'1923',b'6.38748',b'6.00341',b'93',b'1.1505'
163413,b'Murano',b'2014',b'2',b'4',b'75',b'1763',b'7.24433',b'6.49303',b'101',b'2.7129'
2589,b'Winhard',b'2001',b'2',b'4',b'20',b'61',b'5.31229',b'5.4938',b'7',b'1.2857'
2149,b'Renfield',b'1999',b'4',b'7',b'60',b'157',b'5.66758',b'5.51604',b'17',b'1.3529'
65134,b'Sorry! Revenge Card Game',b'2009',b'2',b'4',b'15',b'267',b'5.45757',b'5.49175',b'20',b'1.05'
6121,b'Tablut',b'1700',b'2',b'2',b'45',b'145',b'6.34897',b'5.57026',b'12',b'2.6667'
96260,b'Dominant Species: The Card Game',b'2012',b'2',b'6',b'60',b'1282',b'6.0066',b'5.74707',b'84',b'1.9048'
128412,b'Bohn To Be Wild!',b'2012',b'1',b'7',b'60',b'316',b'6.71206',b'5.72965',b'29',b'1.7931'
141636,b'Fairytale Games: The Battle Royale',b'2014',b'1',b'10',b'30',b'69',b'4.00725',b'5.44457',b'5',b'3.6'
43578,b'Monster Chase',b'2009',b'1',b'6',b'10',b'701',b'6.3229',b'5.77933',b'35',b'1.0286'
34218,b'Slush Fund',b'2008',b'2',b'4',b'20',b'38',b'6.16711',b'5.51889',b'6',b'2'
9237,b'Perryville',b'1992',b'2',b'2',b'960',b'91',b'7.25385',b'5.60173',b'13',b'3.3077'
168882,b'Race to the North Pole',b'2015',b'2',b'4',b'45',b'252',b'6.06553',b'5.56499',b'16',b'1.875'
56246,b'Goblins',b'2009',b'2',b'6',b'50',b'105',b'5.20095',b'5.47116',b'13',b'1.6154'
176544,b'Automania',b'2015',b'2',b'4',b'90',b'1948',b'7.35805',b'6.59822',b'83',b'2.7229'
4047,b'Across 5 Aprils',b'1992',b'2',b'2',b'180',b'437',b'6.96706',b'5.84874',b'56',b'2.375'
39328,b'Baltic Gap',b'2009',b'2',b'2',b'240',b'231',b'7.96142',b'5.83985',b'43',b'4.1628'
14538,b'Fei Xing Qi',b'0',b'2',b'4',b'90',b'86',b'4.33023',b'5.42881',b'12',b'1.0833'
148144,b'Dreaming Spires',b'2014',b'3',b'5',b'90',b'188',b'6.41585',b'5.58986',b'9',b'3'
97287,b'Great Western',b'2011',b'2',b'4',b'40',b'77',b'5.28506',b'5.48802',b'12',b'1.75'
175,b'What The Heck?',b'1988',b'2',b'5',b'20',b'1789',b'6.47758',b'6.04582',b'193',b'1.1813'
39279,b'Somosierra 1808',b'2008',b'0',b'1',b'0',b'35',b'6.87143',b'5.53181',b'13',b'1.8462'
7465,b'Chekov',b'2003',b'2',b'3',b'20',b'57',b'5.17018',b'5.48873',b'9',b'1.1111'
88079,b'Dux Bellorum',b'2012',b'2',b'4',b'60',b'53',b'8.00642',b'5.57331',b'13',b'2.2308'
215437,b'Codex: Card-Time Strategy  Core Set',b'2016',b'2',b'5',b'45',b'344',b'7.58311',b'5.90772',b'7',b'3.4286'
13230,b'Gobblet Gobblers',b'2003',b'2',b'2',b'5',b'607',b'6.21486',b'5.69937',b'30',b'1.3333'
8328,b'Paratroop',b'1979',b'2',b'2',b'120',b'189',b'6.02005',b'5.55639',b'27',b'2.2963'
198305,b'Bandits on Mars',b'2016',b'2',b'8',b'15',b'92',b'5.73913',b'5.50216',b'2',b'1'
10400,b'Patience',b'1783',b'1',b'1',b'10',b'318',b'4.7855',b'5.35936',b'41',b'1.2683'
11573,b'Celebrity Taboo',b'1991',b'4',b'0',b'25',b'136',b'5.42794',b'5.49177',b'12',b'1.5'
64826,b'Moongha Invaders: Mad Scientists and Atomic Monsters Attack the Earth!',b'2010',b'3',b'4',b'120',b'685',b'6.73291',b'5.90892',b'60',b'2.6667'
37061,"b""Star Fleet Battles (Designer's Edition)""",b'1979',b'2',b'2',b'180',b'92',b'7.25326',b'5.60216',b'12',b'3.75'
110327,b'Lords of Waterdeep',b'2012',b'2',b'5',b'120',b'41349',b'7.76038',b'7.63665',b'2018',b'2.4762'
2666,b'A Mighty Fortress',b'1977',b'6',b'6',b'240',b'101',b'6.25248',b'5.54399',b'12',b'3.25'
163186,b'Ray Master',b'2016',b'1',b'2',b'30',b'71',b'6.45784',b'5.54662',b'5',b'2.2'
8544,b'Battle for China',b'1999',b'2',b'3',b'360',b'34',b'7.07353',b'5.53411',b'7',b'2.8571'
35179,b'Globalissimo',b'2008',b'2',b'6',b'50',b'154',b'6.56714',b'5.61123',b'18',b'1.4444'
6232,b'Market Day',b'1984',b'2',b'4',b'30',b'46',b'5.37609',b'5.48341',b'1',b'1'
94396,b'It Never Snows',b'2012',b'1',b'6',b'1500',b'210',b'7.47643',b'5.7557',b'37',b'2.5676'
9202,b'Saga',b'2004',b'2',b'4',b'30',b'1188',b'5.79101',b'5.63059',b'150',b'2.0133'
174696,b'Hexx & Hopp',b'2015',b'2',b'5',b'30',b'82',b'6.06951',b'5.52728',b'3',b'1.6667'
25772,b'Astoria',b'2006',b'2',b'6',b'40',b'111',b'5.9473',b'5.53301',b'12',b'2.8333'
32466,b'Kogworks',b'2007',b'2',b'2',b'30',b'191',b'6.08911',b'5.55957',b'20',b'1.55'
