id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,bayes_average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
9916,boardgame,b'Arnhem 1944',b'1997',b'2',b'2',b'90',b'90',b'90',b'12',b'73',b'6.59452',b'5.54478',b'291',b'5',b'8',b'12',b'47',b'15',b'2.8667'
31713,boardgame,b'FourSite',b'2006',b'2',b'4',b'60',b'60',b'60',b'0',b'9',b'5.63333',b'0',b'21',b'1',b'0',b'1',b'7',b'1',b'2'
66781,boardgame,b'Space Infantry',b'2011',b'1',b'2',b'60',b'20',b'60',b'0',b'312',b'6.94936',b'5.75403',b'736',b'36',b'99',b'457',b'160',b'42',b'2.1667'
1678,boardgame,"b'The Peloponnesian War, 431-404 BC'",b'1991',b'1',b'2',b'120',b'120',b'120',b'12',b'431',b'6.72214',b'5.7831',b'1225',b'47',b'97',b'252',b'210',b'61',b'3.1148'
2826,boardgame,b'Jackpot Yahtzee',b'1980',b'2',b'4',b'60',b'60',b'60',b'8',b'80',b'5.9775',b'5.52551',b'213',b'13',b'2',b'12',b'34',b'7',b'1.1429'
142333,boardgame,b'Mob Town',b'2013',b'2',b'4',b'30',b'30',b'30',b'8',b'98',b'6.57098',b'5.57001',b'302',b'18',b'2',b'25',b'59',b'4',b'1.5'
89331,boardgame,b'Wyvern Pass Not',b'2010',b'1',b'1',b'5',b'5',b'5',b'8',b'8',b'5.5',b'0',b'13',b'0',b'0',b'1',b'4',b'1',b'1'
204466,boardgame,b'Dark Is The Night',b'2017',b'2',b'2',b'15',b'1',b'15',b'10',b'283',b'6.18345',b'5.60675',b'658',b'27',b'17',b'133',b'71',b'8',b'1.5'
171419,boardgame,b'My First Bohnanza',b'2015',b'3',b'5',b'30',b'30',b'30',b'4',b'143',b'6.66411',b'5.61424',b'545',b'6',b'20',b'49',b'55',b'12',b'1.3333'
2653,boardgame,b'Survive: Escape from Atlantis!',b'1982',b'2',b'4',b'60',b'45',b'60',b'8',b'18308',b'7.30522',b'7.14025',b'26303',b'527',b'653',b'3488',b'4183',b'882',b'1.7086'
117975,boardgame,b'Impact City Roller Derby',b'2012',b'2',b'4',b'120',b'120',b'120',b'12',b'51',b'6.41176',b'5.5325',b'256',b'24',b'8',b'30',b'39',b'6',b'2.5'
26124,boardgame,b'Draco Mundis',b'2006',b'2',b'4',b'45',b'45',b'45',b'12',b'162',b'5.92037',b'5.54162',b'509',b'46',b'3',b'27',b'80',b'21',b'2.1905'
141224,boardgame,b'Onk-Onk',b'2013',b'4',b'10',b'10',b'10',b'10',b'10',b'18',b'6.11111',b'0',b'54',b'0',b'0',b'1',b'1',b'1',b'2'
46745,boardgame,b'Lava Dragon',b'2009',b'2',b'4',b'25',b'15',b'25',b'7',b'223',b'5.19731',b'5.45455',b'615',b'13',b'2',b'14',b'79',b'28',b'1.1786'
26961,boardgame,b'Moai',b'2007',b'2',b'5',b'75',b'75',b'75',b'12',b'234',b'6.23445',b'5.60773',b'380',b'26',b'26',b'112',b'132',b'28',b'2.75'
15175,boardgame,b'Spinning Wishes',b'2002',b'2',b'4',b'30',b'30',b'30',b'4',b'30',b'3.71333',b'5.45901',b'58',b'2',b'0',b'1',b'21',b'6',b'1'
18543,boardgame,b'Senior Moments',b'0',b'2',b'8',b'0',b'0',b'0',b'12',b'27',b'3.46296',b'0',b'80',b'9',b'0',b'0',b'14',b'0',b'0'
82589,boardgame,b'Haflinger & Co.',b'2010',b'2',b'5',b'30',b'30',b'30',b'8',b'12',b'5.44167',b'0',b'46',b'3',b'1',b'4',b'7',b'1',b'1'
24009,boardgame,b'Battleship Command: Pirates of the Caribbean',b'2006',b'2',b'2',b'30',b'30',b'30',b'8',b'94',b'5.15412',b'5.4749',b'267',b'22',b'3',b'12',b'43',b'9',b'1.2222'
24234,boardgame,b'Name Game: The Celebrity Guessing Game',b'2004',b'2',b'5',b'0',b'0',b'0',b'7',b'9',b'5.91667',b'0',b'21',b'1',b'0',b'0',b'1',b'0',b'0'
69232,boardgame,b'Show Business',b'2010',b'2',b'5',b'90',b'90',b'90',b'13',b'77',b'6.67013',b'5.54985',b'116',b'8',b'13',b'55',b'33',b'12',b'3.9167'
16227,boardgame,"b""Frankenstein's Children""",b'2005',b'2',b'3',b'60',b'60',b'60',b'8',b'12',b'5.25',b'0',b'66',b'9',b'2',b'8',b'10',b'1',b'3'
9454,boardgame,b'Double Trouble',b'1987',b'2',b'4',b'20',b'20',b'20',b'5',b'36',b'4.81389',b'5.47702',b'80',b'4',b'4',b'11',b'16',b'1',b'1'
68946,boardgame,b'Hexahedron',b'2009',b'1',b'0',b'15',b'15',b'15',b'8',b'6',b'3.09167',b'0',b'14',b'0',b'0',b'2',b'2',b'1',b'2'
30100,boardgame,b'uPSet',b'2007',b'2',b'6',b'60',b'60',b'60',b'12',b'26',b'5.96154',b'0',b'51',b'2',b'1',b'3',b'11',b'3',b'1.3333'
1036,boardgame,b'Speculation',b'1992',b'3',b'6',b'45',b'45',b'45',b'10',b'720',b'6.7024',b'5.91946',b'1048',b'36',b'64',b'212',b'235',b'47',b'2'
9138,boardgame,b'Teeko',b'1945',b'2',b'2',b'20',b'20',b'20',b'6',b'23',b'6.15217',b'0',b'38',b'0',b'2',b'7',b'17',b'6',b'2'
25934,boardgame,b'Thaxx',b'1995',b'2',b'2',b'10',b'10',b'10',b'6',b'14',b'5.51429',b'0',b'51',b'3',b'0',b'0',b'6',b'5',b'1'
184506,boardgame,b'Panzer Grenadier: The Kokoda Campaign',b'2015',b'2',b'2',b'240',b'30',b'240',b'12',b'15',b'6.46667',b'0',b'60',b'3',b'1',b'6',b'7',b'1',b'3'
169141,boardgame,b'Fallen Land: A Post Apocalyptic Board Game',b'2017',b'2',b'5',b'300',b'120',b'300',b'14',b'284',b'8.30884',b'5.77902',b'520',b'11',b'73',b'330',b'154',b'29',b'3.7241'
668,boardgame,b'Sternenhimmel',b'1995',b'3',b'5',b'30',b'30',b'30',b'10',b'334',b'6.56884',b'5.71692',b'431',b'13',b'36',b'56',b'123',b'36',b'2.0833'
10432,boardgame,b'Hercules: The Legendary Journeys',b'1998',b'2',b'4',b'180',b'180',b'180',b'8',b'32',b'4.90625',b'5.48351',b'106',b'10',b'3',b'10',b'16',b'3',b'2.3333'
65062,boardgame,b'The Game of Great Detectives',b'2010',b'2',b'4',b'45',b'45',b'45',b'10',b'25',b'6.34',b'0',b'63',b'2',b'1',b'24',b'23',b'6',b'2.1667'
26717,boardgame,b'Modern Micro Armour: The Game',b'2004',b'2',b'2',b'0',b'0',b'0',b'12',b'14',b'7.64286',b'0',b'49',b'0',b'1',b'10',b'6',b'0',b'0'
36888,boardgame,b'After the Flood',b'2008',b'3',b'3',b'180',b'180',b'180',b'13',b'908',b'6.89098',b'6.05288',b'1060',b'43',b'106',b'290',b'397',b'138',b'3.7101'
29268,boardgame,b'Party & Co: Junior',b'1994',b'2',b'4',b'35',b'35',b'35',b'6',b'38',b'5.02632',b'5.48731',b'107',b'1',b'0',b'1',b'9',b'1',b'1'
129858,boardgame,b'La Venise du Nord',b'2012',b'2',b'4',b'60',b'60',b'60',b'12',b'141',b'6.47057',b'5.58693',b'312',b'20',b'21',b'56',b'47',b'14',b'2.7143'
96704,boardgame,b'Fealty',b'2011',b'2',b'4',b'30',b'15',b'30',b'14',b'619',b'6.72908',b'5.8869',b'951',b'94',b'33',b'174',b'235',b'39',b'2.4359'
22389,boardgame,b'Big Dumb Five',b'2000',b'3',b'6',b'5',b'5',b'5',b'10',b'6',b'6.16667',b'0',b'25',b'0',b'1',b'0',b'10',b'3',b'1'
202254,boardgame,b'The Bird Told Me To Do It',b'2016',b'2',b'3',b'45',b'30',b'45',b'12',b'188',b'4.98787',b'5.43635',b'467',b'55',b'4',b'34',b'73',b'4',b'2.25'
161537,boardgame,b'7 Steps',b'2014',b'2',b'4',b'30',b'30',b'30',b'10',b'262',b'6.25456',b'5.61742',b'211',b'3',b'15',b'59',b'77',b'15',b'1.7333'
22659,boardgame,b'Teenage Mutant Ninja Turtles Heroes in a Halfshell Card Game',b'1990',b'2',b'6',b'20',b'20',b'20',b'5',b'14',b'3.78571',b'0',b'59',b'4',b'1',b'2',b'10',b'1',b'1'
128855,boardgame,b'Pyramidion',b'2012',b'2',b'4',b'60',b'60',b'60',b'10',b'135',b'5.98475',b'5.53764',b'298',b'23',b'7',b'42',b'43',b'10',b'2.6'
15731,boardgame,b'The Game of Life: Card Game',b'2002',b'2',b'4',b'30',b'30',b'30',b'9',b'150',b'5.78067',b'5.52121',b'306',b'11',b'16',b'37',b'74',b'19',b'1.5263'
59962,boardgame,b'Pirates of the Caribbean Pirate Game',b'2006',b'2',b'6',b'15',b'15',b'15',b'6',b'16',b'4.25',b'0',b'52',b'0',b'0',b'1',b'11',b'4',b'1'
102237,boardgame,b'Drako: Dragon & Dwarves',b'2011',b'2',b'2',b'30',b'30',b'30',b'8',b'2032',b'6.69396',b'6.19371',b'2362',b'68',b'106',b'487',b'432',b'110',b'1.7636'
8814,boardgame,b'Obalistig',b'1997',b'2',b'5',b'10',b'10',b'10',b'0',b'17',b'5.21765',b'0',b'45',b'3',b'0',b'1',b'13',b'4',b'1'
6448,boardgame,b'Murder Mystery Party: A Taste for Wine and Murder',b'1997',b'6',b'8',b'180',b'180',b'180',b'16',b'32',b'6.83437',b'5.52936',b'171',b'13',b'2',b'15',b'21',b'0',b'0'
6837,boardgame,b'Electronic Battleship Advanced Mission',b'2000',b'2',b'2',b'20',b'20',b'20',b'8',b'188',b'5.86404',b'5.53622',b'457',b'23',b'0',b'14',b'70',b'15',b'1.7333'
19764,boardgame,b'PNCT',b'2005',b'2',b'2',b'30',b'30',b'30',b'10',b'1554',b'6.8136',b'6.19119',b'2908',b'82',b'147',b'457',b'584',b'159',b'2.7484'
27726,boardgame,b'Aries',b'2003',b'2',b'2',b'20',b'20',b'20',b'8',b'16',b'6.125',b'0',b'19',b'0',b'0',b'12',b'15',b'3',b'2'
28345,boardgame,b'Monopoly: Manchester Edition',b'2000',b'2',b'6',b'120',b'120',b'120',b'8',b'10',b'4.1',b'0',b'15',b'0',b'0',b'0',b'1',b'1',b'3'
146752,boardgame,b'Daemon Dice',b'2014',b'2',b'8',b'20',b'20',b'20',b'10',b'25',b'5.26',b'0',b'112',b'9',b'2',b'6',b'17',b'1',b'1'
194094,boardgame,b'Verti-Go',b'2015',b'2',b'8',b'30',b'5',b'30',b'8',b'27',b'6.13889',b'0',b'39',b'1',b'1',b'10',b'7',b'3',b'1'
137179,boardgame,b'Deck of Thieves',b'2013',b'2',b'4',b'45',b'45',b'45',b'13',b'82',b'5.93415',b'5.5239',b'266',b'30',b'2',b'16',b'54',b'8',b'2.125'
3158,boardgame,b'The Home Stretch',b'1970',b'0',b'0',b'60',b'60',b'60',b'8',b'26',b'6.84423',b'0',b'72',b'8',b'7',b'6',b'11',b'1',b'1'
6393,boardgame,b'Age of Battles',b'0',b'2',b'6',b'240',b'240',b'240',b'12',b'12',b'6.83333',b'0',b'41',b'4',b'6',b'10',b'12',b'2',b'2.5'
17759,boardgame,b'Odds On',b'1988',b'2',b'5',b'0',b'0',b'0',b'8',b'11',b'4.95455',b'0',b'38',b'3',b'0',b'0',b'8',b'1',b'1'
153103,boardgame,b'Mensch rgere Dich nicht: Das Kartenspiel',b'2014',b'2',b'4',b'30',b'30',b'30',b'8',b'101',b'6.05446',b'5.53986',b'221',b'6',b'1',b'14',b'22',b'4',b'1.75'
28573,boardgame,"b'Philanthropist: The National Gallery, London'",b'1999',b'2',b'4',b'45',b'45',b'45',b'0',b'7',b'6.64286',b'0',b'28',b'6',b'3',b'5',b'6',b'5',b'2.4'
186470,boardgame,b'Vasty Wilds',b'2017',b'2',b'4',b'50',b'30',b'50',b'12',b'15',b'6.54667',b'0',b'36',b'0',b'1',b'10',b'4',b'2',b'1.5'
17923,boardgame,b'Anno Domini: Flopps',b'2001',b'2',b'8',b'30',b'30',b'30',b'10',b'332',b'6.89223',b'5.77637',b'624',b'7',b'5',b'18',b'59',b'27',b'1.4074'
7586,boardgame,b'An Enchanting Evening',b'1981',b'2',b'2',b'60',b'60',b'60',b'18',b'46',b'5.44565',b'5.49629',b'134',b'7',b'1',b'5',b'34',b'4',b'1'
89569,boardgame,b'Uskoci: A Card Game of Croatian Pirates',b'2010',b'2',b'6',b'30',b'30',b'30',b'6',b'91',b'5.53956',b'5.48019',b'126',b'6',b'3',b'10',b'31',b'17',b'1.5294'
5219,boardgame,b'Sozoikum',b'1993',b'2',b'5',b'30',b'30',b'30',b'8',b'21',b'4.92857',b'0',b'67',b'7',b'1',b'2',b'8',b'0',b'0'
130674,boardgame,b'Loos: The Big Push',b'2012',b'2',b'2',b'90',b'90',b'90',b'12',b'29',b'6.40345',b'0',b'132',b'2',b'2',b'7',b'23',b'9',b'2.1111'
79828,boardgame,b'A Few Acres of Snow',b'2011',b'2',b'2',b'120',b'60',b'120',b'14',b'7060',b'7.40918',b'7.08875',b'8686',b'303',b'653',b'2715',b'1853',b'550',b'3.0327'
19929,boardgame,b'Kseschieben',b'1989',b'2',b'4',b'30',b'30',b'30',b'8',b'14',b'4.39286',b'0',b'30',b'3',b'0',b'0',b'2',b'2',b'1'
160397,boardgame,b'Mission: Farm',b'2013',b'2',b'6',b'60',b'60',b'60',b'12',b'17',b'8',b'0',b'23',b'2',b'0',b'2',b'3',b'2',b'2'
122588,boardgame,b'Dungeon Command: Sting of Lolth',b'2012',b'2',b'2',b'90',b'90',b'90',b'12',b'864',b'7.33037',b'6.15325',b'2253',b'59',b'71',b'308',b'215',b'52',b'2.6346'
8233,boardgame,b'Lords & Wizards',b'1977',b'2',b'6',b'180',b'180',b'180',b'0',b'28',b'5.82143',b'0',b'95',b'4',b'8',b'15',b'26',b'5',b'2.8'
136282,boardgame,b'Rabbids: Das Familien-Partyspiel',b'2013',b'3',b'6',b'60',b'60',b'60',b'8',b'18',b'6.34444',b'0',b'46',b'1',b'0',b'4',b'5',b'2',b'2'
17392,boardgame,b'Here I Stand',b'2006',b'2',b'6',b'360',b'180',b'360',b'12',b'3393',b'7.93062',b'7.20636',b'4916',b'128',b'422',b'1895',b'1260',b'494',b'4.164'
5016,boardgame,b'Marston Moor',b'1978',b'2',b'2',b'180',b'180',b'180',b'12',b'25',b'6.282',b'0',b'94',b'4',b'2',b'5',b'14',b'4',b'2.75'
154721,boardgame,b'Boxes',b'2014',b'2',b'8',b'30',b'30',b'30',b'10',b'31',b'5.88652',b'5.50524',b'56',b'4',b'0',b'14',b'9',b'4',b'1'
144728,boardgame,b'Adventure Time Card Wars: Finn vs. Jake',b'2014',b'2',b'2',b'30',b'30',b'30',b'10',b'849',b'6.23962',b'5.67562',b'2279',b'119',b'20',b'120',b'209',b'39',b'1.7179'
24653,boardgame,b'Picture Bingo',b'1994',b'1',b'3',b'15',b'15',b'15',b'3',b'19',b'4.05789',b'0',b'18',b'0',b'0',b'1',b'7',b'3',b'1'
18340,boardgame,b'Yenta',b'0',b'3',b'6',b'30',b'30',b'30',b'10',b'7',b'5.6',b'0',b'11',b'0',b'1',b'2',b'6',b'3',b'1'
25167,boardgame,b'Project Skyline',b'2004',b'2',b'4',b'45',b'45',b'45',b'10',b'81',b'5.18518',b'5.47174',b'155',b'11',b'2',b'10',b'37',b'11',b'1.7273'
39989,boardgame,b'Tegn og Gt Platinium',b'2005',b'4',b'12',b'30',b'30',b'30',b'8',b'8',b'6.25',b'0',b'43',b'0',b'0',b'1',b'2',b'0',b'0'
163081,boardgame,b'Galaxy of Trian',b'2014',b'2',b'4',b'45',b'45',b'45',b'10',b'455',b'6.58022',b'5.73074',b'1024',b'101',b'13',b'77',b'146',b'38',b'2.5526'
196392,boardgame,b'Turin Market',b'2016',b'2',b'5',b'30',b'10',b'30',b'9',b'169',b'6.22811',b'5.58354',b'364',b'16',b'18',b'48',b'58',b'6',b'1.1667'
170771,boardgame,b'Sword & Sorcery',b'2017',b'1',b'5',b'90',b'60',b'90',b'12',b'2769',b'8.07958',b'7.02372',b'6367',b'117',b'435',b'2941',b'753',b'128',b'4.0156'
36308,boardgame,b'Zoff am Herd!',b'2008',b'3',b'6',b'30',b'30',b'30',b'7',b'12',b'5.73333',b'0',b'20',b'2',b'0',b'1',b'2',b'0',b'0'
196257,boardgame,b'Castle Itter',b'2016',b'1',b'1',b'60',b'45',b'60',b'13',b'73',b'7.91644',b'5.59905',b'348',b'5',b'65',b'221',b'71',b'11',b'2.0909'
16826,boardgame,b'Barbarossa Solitaire',b'2002',b'1',b'1',b'30',b'30',b'30',b'12',b'31',b'6.19032',b'5.51231',b'75',b'1',b'3',b'14',b'26',b'10',b'1.7'
1099,boardgame,b'Downspin',b'1970',b'2',b'2',b'30',b'30',b'30',b'7',b'692',b'5.49441',b'5.48633',b'1331',b'28',b'7',b'30',b'227',b'60',b'1.15'
167723,boardgame,"b""Bin'Fa: The Tao of War  The Game of Oriental Strategy and Conquest""",b'2015',b'2',b'6',b'20',b'20',b'20',b'12',b'55',b'6.06909',b'5.51386',b'181',b'21',b'6',b'18',b'34',b'3',b'1.6667'
7673,boardgame,b'Dark Shadows',b'1968',b'2',b'4',b'10',b'10',b'10',b'0',b'21',b'5.9619',b'0',b'65',b'3',b'8',b'14',b'19',b'7',b'1'
192346,boardgame,b'Edenia',b'2016',b'2',b'4',b'30',b'30',b'30',b'8',b'119',b'6.42597',b'5.56607',b'223',b'8',b'3',b'42',b'19',b'2',b'2'
8210,boardgame,b'Monopoly: The Wizard of Oz',b'1998',b'2',b'6',b'90',b'90',b'90',b'8',b'37',b'4.65405',b'5.48518',b'81',b'3',b'1',b'8',b'17',b'2',b'2'
29663,boardgame,"b""Star Fleet Battles: Captain's Edition Basic Set""",b'1990',b'1',b'6',b'180',b'180',b'180',b'12',b'449',b'7.3939',b'5.93103',b'1113',b'50',b'27',b'103',b'145',b'73',b'4.2192'
10882,boardgame,b'Verba Game',b'1999',b'2',b'8',b'0',b'0',b'0',b'7',b'20',b'5.9',b'0',b'43',b'0',b'1',b'1',b'1',b'2',b'1.5'
28920,boardgame,"b""Wellington's War: The Peninsular Campaign 1809-1814""",b'2015',b'2',b'2',b'240',b'240',b'240',b'12',b'16',b'7.875',b'0',b'54',b'3',b'14',b'30',b'7',b'2',b'3'
10293,boardgame,b'En Busca Del Imperio Cobra',b'1981',b'2',b'4',b'30',b'30',b'30',b'9',b'339',b'5.43756',b'5.46685',b'570',b'7',b'2',b'16',b'92',b'30',b'1.3'
11557,boardgame,b'Chung Toi',b'1994',b'2',b'2',b'7',b'7',b'7',b'0',b'19',b'5.13158',b'0',b'66',b'3',b'2',b'9',b'18',b'1',b'2'
73369,boardgame,b'51st State',b'2010',b'2',b'4',b'90',b'40',b'90',b'10',b'2774',b'6.84833',b'6.39356',b'3467',b'314',b'75',b'570',b'843',b'234',b'3.1068'
22866,boardgame,b'UNO: Family Guy',b'2004',b'2',b'10',b'30',b'30',b'30',b'7',b'42',b'5.49492',b'5.49388',b'91',b'3',b'1',b'4',b'12',b'3',b'1'
94056,boardgame,b'Word Shout',b'2010',b'2',b'4',b'10',b'10',b'10',b'8',b'17',b'4.62606',b'0',b'96',b'7',b'1',b'2',b'12',b'0',b'0'
180263,boardgame,b'The 7th Continent',b'2017',b'1',b'4',b'1000',b'5',b'1000',b'14',b'12734',b'8.368',b'7.97874',b'24809',b'243',b'1277',b'8616',b'2936',b'371',b'2.8544'
58602,boardgame,b'Cable Car',b'2009',b'2',b'6',b'45',b'45',b'45',b'8',b'1116',b'6.68083',b'6.02849',b'1797',b'79',b'78',b'262',b'347',b'69',b'1.8406'
147240,boardgame,b'Catan: Family Edition',b'2012',b'3',b'4',b'90',b'60',b'90',b'10',b'331',b'6.65181',b'5.67014',b'939',b'51',b'2',b'30',b'87',b'6',b'2.3333'
19272,boardgame,b'Go Fish!',b'1997',b'2',b'4',b'0',b'0',b'0',b'3',b'47',b'4.12234',b'5.45234',b'56',b'0',b'0',b'1',b'19',b'5',b'1'
8458,boardgame,b'Terra Galactix',b'2003',b'2',b'4',b'30',b'30',b'30',b'0',b'7',b'4.71429',b'0',b'32',b'2',b'3',b'5',b'4',b'1',b'2'
215110,boardgame,b'Kingdom of Aer: Kingmaker',b'2017',b'2',b'5',b'20',b'10',b'20',b'10',b'31',b'6.69355',b'5.51992',b'67',b'2',b'0',b'4',b'15',b'0',b'0'
9623,boardgame,b'Shoot',b'1998',b'2',b'2',b'90',b'90',b'90',b'0',b'14',b'6.25',b'0',b'22',b'0',b'0',b'3',b'6',b'1',b'3'
29411,boardgame,b'Castle Knights',b'2007',b'2',b'4',b'15',b'10',b'15',b'5',b'262',b'6.41195',b'5.64899',b'515',b'41',b'29',b'123',b'114',b'21',b'1.0476'
143023,boardgame,b'Alea Iacta Est',b'2013',b'2',b'2',b'0',b'0',b'0',b'0',b'44',b'7.62045',b'5.55751',b'203',b'5',b'21',b'53',b'27',b'12',b'3.0833'
12018,boardgame,b'1st Alamein',b'1997',b'2',b'2',b'120',b'75',b'120',b'10',b'27',b'6.97407',b'0',b'64',b'0',b'1',b'14',b'26',b'11',b'2.1818'
206082,boardgame,b'Eye Sea',b'2016',b'2',b'10',b'15',b'15',b'15',b'12',b'81',b'5.61481',b'5.50239',b'180',b'4',b'1',b'13',b'24',b'2',b'1'
195073,boardgame,b'Das verdrehte Labyrinth',b'2016',b'2',b'4',b'15',b'15',b'15',b'6',b'26',b'5.71769',b'0',b'55',b'2',b'3',b'3',b'7',b'0',b'0'
8925,boardgame,b'Monday Night Football: Interactive TV Card Game',b'1998',b'2',b'8',b'120',b'120',b'120',b'8',b'13',b'4.26923',b'0',b'30',b'4',b'1',b'2',b'9',b'3',b'1'
38993,boardgame,b'Medieval Manor',b'2008',b'2',b'4',b'90',b'90',b'90',b'0',b'22',b'6.28636',b'0',b'34',b'1',b'5',b'33',b'20',b'2',b'2'
12131,boardgame,b'42',b'1885',b'4',b'4',b'30',b'30',b'30',b'10',b'163',b'7.03282',b'5.66221',b'132',b'0',b'2',b'17',b'88',b'19',b'2.1579'
92110,boardgame,b'Krimi Total Fall 7: Die Party der Intrigen',b'2009',b'8',b'9',b'180',b'180',b'180',b'16',b'12',b'7.9',b'0',b'15',b'0',b'1',b'3',b'2',b'1',b'2'
2539,boardgame,b'Urland',b'2001',b'3',b'5',b'90',b'90',b'90',b'12',b'751',b'6.56479',b'5.88115',b'1117',b'47',b'47',b'119',b'250',b'72',b'2.5694'
28428,boardgame,b'Reichshoffen 1870',b'2007',b'2',b'2',b'0',b'0',b'0',b'12',b'15',b'6.43333',b'0',b'152',b'2',b'5',b'6',b'16',b'4',b'2.75'
4181,boardgame,b'Tri-Trac',b'1980',b'2',b'2',b'10',b'10',b'10',b'7',b'37',b'4.80405',b'5.47963',b'136',b'12',b'1',b'3',b'22',b'1',b'1'
193122,boardgame,b'Stir Fry Eighteen',b'2015',b'2',b'5',b'12',b'5',b'12',b'6',b'127',b'6.67449',b'5.54661',b'124',b'1',b'3',b'21',b'42',b'11',b'1.0909'
5640,boardgame,b'Bombay Bazar',b'2001',b'1',b'4',b'45',b'45',b'45',b'7',b'114',b'5.5193',b'5.50579',b'132',b'7',b'1',b'9',b'39',b'13',b'1.3846'
7118,boardgame,b'Ace of Aces: Handy Rotary Deluxe Edition',b'1986',b'2',b'2',b'20',b'20',b'20',b'12',b'305',b'7.12912',b'5.78406',b'590',b'20',b'43',b'84',b'143',b'42',b'1.8333'
46147,boardgame,b'',b'2006',b'2',b'8',b'30',b'30',b'30',b'6',b'129',b'5.46853',b'5.49074',b'148',b'0',b'0',b'8',b'25',b'6',b'1'
164307,boardgame,b'Iowa',b'2014',b'1',b'4',b'35',b'35',b'35',b'12',b'10',b'5.71',b'0',b'2',b'0',b'4',b'13',b'3',b'2',b'2'
135835,boardgame,b'Jackpot!',b'2013',b'2',b'5',b'60',b'60',b'60',b'13',b'19',b'5.00263',b'0',b'40',b'1',b'0',b'1',b'9',b'3',b'2.6667'
31763,boardgame,"b""Who's the Richest?""",b'0',b'2',b'4',b'0',b'0',b'0',b'5',b'7',b'4.64286',b'0',b'13',b'1',b'0',b'0',b'3',b'1',b'1'
19415,boardgame,b'Control Your Destiny',b'2005',b'2',b'4',b'30',b'30',b'30',b'6',b'11',b'5.63636',b'0',b'24',b'4',b'3',b'4',b'12',b'2',b'1.5'
29626,boardgame,b'Robotics',b'2007',b'3',b'5',b'60',b'60',b'60',b'12',b'175',b'5.48',b'5.49425',b'350',b'28',b'7',b'30',b'50',b'15',b'1.7333'
24139,boardgame,b'Monopoly: John Deere',b'2005',b'2',b'6',b'120',b'120',b'120',b'8',b'8',b'5.1875',b'0',b'14',b'1',b'3',b'3',b'4',b'1',b'1'
1325,boardgame,b'Wild Pirates',b'1989',b'2',b'5',b'30',b'30',b'30',b'6',b'109',b'5.60963',b'5.50812',b'313',b'27',b'2',b'10',b'53',b'11',b'1.2727'
4084,boardgame,b'The Alamo',b'1981',b'2',b'2',b'90',b'90',b'90',b'12',b'131',b'6.16611',b'5.5493',b'402',b'29',b'8',b'26',b'77',b'11',b'2.2727'
21447,boardgame,b'Brother against Brother',b'1997',b'2',b'2',b'180',b'180',b'180',b'14',b'34',b'7.22059',b'5.53745',b'61',b'1',b'1',b'5',b'17',b'8',b'2'
1117,boardgame,"b""You're Bluffing!""",b'1985',b'3',b'5',b'45',b'45',b'45',b'10',b'3377',b'6.60189',b'6.25899',b'5405',b'181',b'68',b'306',b'968',b'312',b'1.6186'
25836,boardgame,b'Zygomar',b'2006',b'2',b'4',b'30',b'30',b'30',b'6',b'13',b'5.23077',b'0',b'36',b'0',b'1',b'1',b'4',b'1',b'1'
3066,boardgame,b'Zone X',b'1975',b'2',b'2',b'10',b'10',b'10',b'8',b'24',b'5.4375',b'0',b'85',b'12',b'1',b'5',b'14',b'1',b'3'
21373,boardgame,b'Federation Commander: Romulan Border',b'2006',b'2',b'8',b'60',b'60',b'60',b'10',b'245',b'7.68389',b'5.80421',b'615',b'18',b'46',b'93',b'75',b'41',b'3.5122'
162120,boardgame,b'Schraube Locker',b'2014',b'2',b'4',b'25',b'25',b'25',b'8',b'50',b'5.9',b'5.51405',b'95',b'5',b'2',b'5',b'14',b'4',b'1'
3737,boardgame,b'Operation',b'1965',b'1',b'6',b'10',b'10',b'10',b'6',b'3188',b'4.0877',b'4.48807',b'5196',b'94',b'9',b'62',b'966',b'196',b'1.102'
31552,boardgame,b'Wings of War: Deluxe Set',b'2007',b'2',b'4',b'45',b'45',b'45',b'0',b'1103',b'7.27052',b'6.28214',b'1603',b'35',b'53',b'183',b'237',b'83',b'2.012'
3316,boardgame,"b""Prussia's Glory: The Battles of Frederick the Great, 1757-1760""",b'2002',b'1',b'2',b'180',b'180',b'180',b'12',b'161',b'6.68012',b'5.62303',b'529',b'13',b'20',b'50',b'81',b'26',b'2.8462'
145309,boardgame,b'  ',b'2017',b'2',b'6',b'0',b'0',b'0',b'12',b'10',b'6.1',b'0',b'18',b'4',b'1',b'1',b'3',b'0',b'0'
73664,boardgame,b'Cabo',b'2010',b'2',b'5',b'30',b'30',b'30',b'8',b'687',b'7.02132',b'6.0026',b'992',b'9',b'14',b'69',b'154',b'29',b'1.3448'
6886,boardgame,b'Capital Adventure',b'1986',b'2',b'4',b'120',b'120',b'120',b'13',b'27',b'5.01852',b'0',b'58',b'3',b'0',b'1',b'12',b'0',b'0'
187377,boardgame,b'Vikings Gone Wild',b'2017',b'2',b'4',b'90',b'45',b'90',b'10',b'2597',b'7.28358',b'6.58848',b'4671',b'138',b'100',b'672',b'512',b'44',b'2.2045'
