id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,bayes_average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
190700,boardgame,b'Team Yankee',b'2015',b'2',b'0',b'0',b'120',b'0',b'14',b'52',b'7.325',b'5.56074',b'166',b'1',b'2',b'11',b'9',b'0',b'0'
6194,boardgame,b'Home Alone',b'1991',b'2',b'4',b'30',b'30',b'30',b'8',b'32',b'4.54688',b'5.47714',b'130',b'11',b'2',b'13',b'14',b'1',b'1'
89610,boardgame,"b""Mr. M' s""",b'2009',b'2',b'6',b'45',b'45',b'45',b'10',b'52',b'6.09692',b'5.52038',b'56',b'0',b'1',b'4',b'10',b'3',b'3.6667'
8114,boardgame,b'Matrix',b'1979',b'2',b'2',b'10',b'10',b'10',b'0',b'8',b'3.5625',b'0',b'24',b'1',b'0',b'1',b'7',b'1',b'2'
22907,boardgame,"b""Dragons' Derby""",b'1994',b'3',b'4',b'30',b'30',b'30',b'14',b'10',b'4.3',b'0',b'22',b'2',b'0',b'2',b'3',b'0',b'0'
16990,boardgame,"b""Blue's Clues Game""",b'1998',b'2',b'4',b'0',b'0',b'0',b'3',b'26',b'4.25',b'0',b'78',b'7',b'0',b'0',b'22',b'6',b'1'
75877,boardgame,b'TEG Independencia',b'2010',b'2',b'6',b'240',b'240',b'240',b'14',b'20',b'7.085',b'0',b'30',b'0',b'2',b'7',b'6',b'1',b'3'
175730,boardgame,b'Surviving: One month in',b'2015',b'2',b'4',b'90',b'20',b'90',b'11',b'50',b'5.3066',b'5.48539',b'154',b'19',b'1',b'20',b'30',b'1',b'2'
19842,boardgame,b'Alpen Roulette',b'1965',b'1',b'10',b'5',b'5',b'5',b'5',b'52',b'5.00577',b'5.48105',b'127',b'9',b'1',b'0',b'31',b'6',b'1'
129091,boardgame,b'Trainmaker',b'2012',b'1',b'6',b'15',b'15',b'15',b'8',b'274',b'6.34173',b'5.62556',b'807',b'45',b'18',b'58',b'88',b'13',b'1.3077'
204675,boardgame,b'The Arrival',b'2016',b'2',b'4',b'90',b'75',b'90',b'12',b'357',b'6.69944',b'5.74513',b'736',b'55',b'48',b'281',b'111',b'16',b'2.625'
7985,boardgame,b'Wolfsspuren',b'2003',b'3',b'6',b'90',b'90',b'90',b'12',b'27',b'5.76519',b'0',b'55',b'3',b'1',b'0',b'8',b'4',b'2.75'
690,boardgame,b'Singapore',b'1984',b'2',b'2',b'120',b'120',b'120',b'12',b'88',b'6.3908',b'5.54074',b'451',b'30',b'5',b'18',b'74',b'17',b'2.4118'
203800,boardgame,b'Dust 1947',b'2016',b'2',b'8',b'120',b'60',b'120',b'10',b'101',b'7.42668',b'5.60429',b'158',b'2',b'4',b'40',b'32',b'9',b'2.5556'
165283,boardgame,b'Battleship',b'2014',b'2',b'2',b'15',b'15',b'15',b'7',b'64',b'5.1675',b'5.47549',b'292',b'1',b'0',b'2',b'18',b'3',b'1'
103341,boardgame,b'Dunger Derby the Board Game',b'2011',b'2',b'5',b'45',b'45',b'45',b'6',b'14',b'6.5',b'0',b'39',b'5',b'0',b'0',b'7',b'2',b'1'
41585,boardgame,b'FlipOut',b'2009',b'2',b'5',b'15',b'15',b'15',b'8',b'166',b'6.04392',b'5.55613',b'350',b'15',b'12',b'49',b'69',b'12',b'1.0833'
49423,boardgame,b'Woosh!',b'2009',b'3',b'5',b'15',b'15',b'15',b'8',b'23',b'6.01087',b'0',b'34',b'3',b'0',b'3',b'11',b'0',b'0'
138703,boardgame,b'Wendy Pferdebasar',b'2009',b'2',b'5',b'45',b'45',b'45',b'8',b'13',b'6.82308',b'0',b'22',b'1',b'3',b'8',b'9',b'0',b'0'
166532,boardgame,b'Cubo',b'2014',b'2',b'4',b'20',b'20',b'20',b'8',b'256',b'5.699',b'5.52665',b'704',b'50',b'1',b'31',b'91',b'11',b'1.6364'
249,boardgame,b'Lifeboats',b'1993',b'3',b'6',b'90',b'90',b'90',b'12',b'3341',b'6.58425',b'6.25922',b'3553',b'127',b'335',b'1036',b'1100',b'274',b'1.7883'
173322,boardgame,b'Character Quest: Heroes The Card Game  Game Pack #2: Savage Beasts',b'2015',b'2',b'4',b'0',b'10',b'0',b'10',b'6',b'6.16667',b'0',b'35',b'0',b'0',b'1',b'1',b'1',b'2'
88881,boardgame,b'Zoo Yatzy',b'2011',b'2',b'99',b'10',b'10',b'10',b'4',b'30',b'4.53667',b'5.47834',b'64',b'1',b'0',b'2',b'13',b'1',b'1'
40402,boardgame,b'Arabian Nights',b'2009',b'2',b'5',b'45',b'45',b'45',b'0',b'12',b'6.75',b'0',b'36',b'1',b'0',b'16',b'6',b'0',b'0'
16566,boardgame,b'Insider Trading',b'2002',b'2',b'6',b'0',b'0',b'0',b'9',b'7',b'7.42857',b'0',b'26',b'0',b'3',b'7',b'1',b'3',b'3.6667'
352,boardgame,b'Trumpet',b'1990',b'2',b'6',b'45',b'45',b'45',b'9',b'526',b'6.1136',b'5.66059',b'981',b'62',b'16',b'56',b'213',b'59',b'1.4576'
120605,boardgame,b'Neuroshima: Convoy',b'2012',b'2',b'2',b'40',b'30',b'40',b'10',b'915',b'6.76413',b'5.98698',b'2188',b'174',b'43',b'269',b'277',b'48',b'2.5833'
6268,boardgame,b'Maze',b'1982',b'2',b'2',b'30',b'30',b'30',b'12',b'29',b'6.52414',b'0',b'66',b'4',b'5',b'10',b'14',b'1',b'2'
115321,boardgame,b'Hoops on Fire',b'2011',b'2',b'2',b'48',b'40',b'48',b'10',b'10',b'7.9',b'0',b'15',b'0',b'5',b'14',b'6',b'4',b'2.5'
13829,boardgame,b'Garten-Zwerge e.V.',b'2004',b'2',b'6',b'60',b'60',b'60',b'12',b'79',b'5.76456',b'5.51476',b'127',b'9',b'7',b'21',b'40',b'10',b'1.7'
13640,boardgame,b'Emperor of the Steppes',b'1996',b'3',b'6',b'60',b'60',b'60',b'12',b'6',b'4.83333',b'0',b'26',b'2',b'1',b'0',b'4',b'0',b'0'
8353,boardgame,"b'Triumphant Return: The Soviet Liberation of Kiev, November 1943'",b'1998',b'1',b'2',b'240',b'240',b'240',b'12',b'35',b'7.06629',b'5.53761',b'148',b'4',b'5',b'12',b'18',b'8',b'3.25'
4354,boardgame,b'Dark Horizon: Escape',b'1996',b'2',b'6',b'90',b'90',b'90',b'12',b'18',b'5.54444',b'0',b'56',b'9',b'3',b'9',b'15',b'1',b'2'
110104,boardgame,b'Zwergentrio',b'2011',b'1',b'3',b'10',b'10',b'10',b'2',b'8',b'3.75',b'0',b'6',b'0',b'0',b'2',b'1',b'0',b'0'
5922,boardgame,b'Birth of a Nation',b'1982',b'2',b'2',b'240',b'120',b'240',b'12',b'37',b'5.71757',b'5.50265',b'197',b'7',b'2',b'5',b'36',b'4',b'3.25'
28816,boardgame,b'Prxima Obertura',b'2007',b'3',b'5',b'30',b'30',b'30',b'10',b'24',b'6.0625',b'0',b'29',b'1',b'1',b'5',b'10',b'4',b'1.5'
30933,boardgame,b'BANG! The Bullet!',b'2007',b'3',b'8',b'40',b'20',b'40',b'8',b'7387',b'6.93523',b'6.62228',b'11707',b'376',b'121',b'732',b'1558',b'433',b'1.8453'
200957,boardgame,b'NecronomiCORP',b'2016',b'1',b'6',b'120',b'40',b'120',b'12',b'57',b'6.84912',b'5.52923',b'143',b'4',b'0',b'21',b'20',b'0',b'0'
1846,boardgame,b'Zock',b'0',b'2',b'4',b'45',b'45',b'45',b'12',b'10',b'2.95',b'0',b'27',b'1',b'0',b'1',b'5',b'0',b'0'
39720,boardgame,b'Tatun ja Patun Suomi-peli',b'2008',b'2',b'4',b'30',b'30',b'30',b'7',b'15',b'3.2',b'0',b'9',b'0',b'0',b'0',b'4',b'0',b'0'
147116,boardgame,b'The Witcher Adventure Game',b'2014',b'2',b'4',b'120',b'120',b'120',b'16',b'2060',b'6.40146',b'5.95367',b'3184',b'80',b'129',b'742',b'414',b'105',b'2.4571'
20176,boardgame,b'Salerno',b'1972',b'1',b'2',b'240',b'240',b'240',b'0',b'7',b'4.78571',b'0',b'24',b'2',b'0',b'1',b'6',b'0',b'0'
64919,boardgame,b'Galapagos',b'0',b'2',b'2',b'0',b'0',b'0',b'0',b'7',b'6.4',b'0',b'5',b'0',b'0',b'1',b'4',b'1',b'2'
66695,boardgame,b'Sumoku',b'2010',b'1',b'8',b'15',b'15',b'15',b'9',b'114',b'5.95816',b'5.53373',b'341',b'19',b'3',b'17',b'37',b'14',b'1.3571'
1274,boardgame,b'Cue Me!',b'1989',b'3',b'8',b'60',b'60',b'60',b'0',b'28',b'6.07143',b'0',b'63',b'5',b'6',b'10',b'15',b'3',b'2.3333'
154298,boardgame,b'Alchemy!',b'2014',b'2',b'8',b'45',b'45',b'45',b'13',b'102',b'5.68487',b'5.4833',b'331',b'29',b'3',b'15',b'38',b'5',b'2.4'
14423,boardgame,b'Husker Du?',b'1970',b'1',b'4',b'15',b'15',b'15',b'4',b'92',b'5.36467',b'5.48278',b'185',b'8',b'1',b'8',b'53',b'8',b'1.125'
160964,boardgame,b'Star Wars: Empire vs. Rebellion',b'2014',b'2',b'2',b'60',b'60',b'60',b'10',b'1533',b'6.35637',b'5.93921',b'3735',b'175',b'28',b'155',b'327',b'76',b'1.7237'
124125,boardgame,b'Ifs & Butts',b'2011',b'5',b'8',b'45',b'45',b'45',b'14',b'10',b'5',b'0',b'39',b'5',b'0',b'2',b'6',b'1',b'2'
99655,boardgame,b'Swinging Jivecat Voodoo Lounge',b'2016',b'2',b'5',b'60',b'60',b'60',b'21',b'205',b'6.54449',b'5.63919',b'586',b'34',b'18',b'101',b'87',b'16',b'2.625'
119866,boardgame,b'Wings of Glory: WW1 Rules and Accessories Pack',b'2012',b'2',b'99',b'30',b'30',b'30',b'13',b'457',b'7.98884',b'6.03134',b'1176',b'22',b'28',b'98',b'133',b'23',b'2.0435'
130240,boardgame,b'Monopoly Millionaire',b'2012',b'2',b'4',b'60',b'60',b'60',b'8',b'210',b'5.17619',b'5.45598',b'632',b'17',b'2',b'11',b'61',b'11',b'2'
102690,boardgame,b'Villagers & Villains',b'2011',b'2',b'5',b'30',b'30',b'30',b'9',b'244',b'6.66742',b'5.66743',b'541',b'21',b'15',b'64',b'70',b'20',b'1.8'
65559,boardgame,b'Take the Cake',b'2010',b'2',b'4',b'15',b'15',b'15',b'4',b'78',b'5.47885',b'5.49772',b'138',b'4',b'3',b'14',b'33',b'7',b'1'
350,boardgame,b'Hattrick',b'1995',b'4',b'6',b'30',b'30',b'30',b'10',b'284',b'6.49386',b'5.67469',b'463',b'18',b'18',b'40',b'116',b'22',b'1.5909'
629,boardgame,b'Q-Turn',b'1999',b'2',b'4',b'20',b'20',b'20',b'8',b'159',b'5.04157',b'5.44757',b'257',b'12',b'9',b'24',b'63',b'12',b'1.25'
25142,boardgame,b'Tal der Abenteuer: Die Schatzsuche im Himalaja',b'2006',b'2',b'4',b'45',b'45',b'45',b'8',b'299',b'5.87047',b'5.57012',b'533',b'33',b'16',b'36',b'103',b'42',b'1.619'
1796,boardgame,b'Pampas Railroads',b'2001',b'3',b'6',b'120',b'120',b'120',b'12',b'206',b'7.11413',b'5.71538',b'297',b'7',b'59',b'90',b'93',b'27',b'3.3333'
134769,boardgame,b'SEGUNDOS...fuera!',b'2018',b'2',b'2',b'60',b'60',b'60',b'10',b'31',b'8.02452',b'5.55245',b'5',b'0',b'2',b'14',b'10',b'5',b'2'
179804,boardgame,b'Zpocalypse 2: Defend the Burbs',b'2017',b'2',b'5',b'720',b'90',b'720',b'14',b'73',b'7',b'5.56506',b'301',b'14',b'11',b'71',b'32',b'3',b'4'
57139,boardgame,b'Infection Express',b'2009',b'1',b'2',b'20',b'20',b'20',b'8',b'139',b'6.19712',b'5.56008',b'286',b'4',b'20',b'208',b'109',b'19',b'1.6842'
10496,boardgame,b'Camelot Legends',b'2004',b'2',b'4',b'60',b'60',b'60',b'10',b'1182',b'6.11068',b'5.74979',b'2119',b'192',b'34',b'155',b'552',b'137',b'2.3358'
4340,boardgame,b'Combots',b'1983',b'2',b'2',b'20',b'20',b'20',b'12',b'40',b'5.48125',b'5.49646',b'101',b'3',b'11',b'14',b'26',b'6',b'2'
86450,boardgame,b'Kaboom!',b'2010',b'2',b'5',b'30',b'20',b'30',b'8',b'16',b'5.5',b'0',b'41',b'0',b'2',b'1',b'3',b'0',b'0'
199913,boardgame,b'Honeycombs',b'2016',b'1',b'4',b'30',b'15',b'30',b'6',b'36',b'6.25833',b'5.52037',b'111',b'1',b'3',b'10',b'10',b'2',b'2.5'
71935,boardgame,b'Rootword',b'2010',b'2',b'6',b'30',b'30',b'30',b'12',b'15',b'7.01667',b'0',b'18',b'1',b'2',b'15',b'9',b'2',b'1.5'
122711,boardgame,"b'""La Garde recule!""'",b'2011',b'2',b'2',b'60',b'60',b'60',b'0',b'32',b'5.49219',b'5.49981',b'213',b'11',b'3',b'8',b'36',b'11',b'1.5455'
191879,boardgame,b'Rival Kings',b'2016',b'2',b'4',b'30',b'20',b'30',b'8',b'48',b'6.11458',b'5.51741',b'122',b'5',b'2',b'7',b'9',b'1',b'2'
126159,boardgame,b'Mausgetrixt',b'2012',b'2',b'4',b'20',b'20',b'20',b'5',b'37',b'5.87297',b'5.50843',b'54',b'0',b'1',b'6',b'10',b'2',b'1'
3895,boardgame,b'Silent Death',b'1990',b'2',b'8',b'120',b'120',b'120',b'10',b'394',b'6.94099',b'5.80387',b'699',b'36',b'28',b'80',b'169',b'57',b'2.7544'
1165,boardgame,b'Delfino',b'1989',b'2',b'4',b'45',b'45',b'45',b'10',b'16',b'4.38125',b'0',b'75',b'5',b'0',b'2',b'8',b'1',b'1'
3951,boardgame,b'Octrix',b'1970',b'2',b'4',b'60',b'60',b'60',b'0',b'31',b'5.62258',b'5.50285',b'182',b'14',b'13',b'16',b'38',b'5',b'1.6'
92015,boardgame,b'11',b'2011',b'2',b'2',b'40',b'40',b'40',b'6',b'23',b'6.84783',b'0',b'38',b'2',b'10',b'32',b'13',b'3',b'2'
141423,boardgame,b'Dead Men Tell No Tales',b'2015',b'2',b'5',b'75',b'60',b'75',b'13',b'2505',b'7.15807',b'6.53485',b'5144',b'172',b'291',b'1722',b'639',b'114',b'2.4912'
1669,boardgame,"b""Mosby's Raiders""",b'1985',b'1',b'1',b'120',b'120',b'120',b'12',b'417',b'6.58537',b'5.73828',b'1184',b'58',b'33',b'133',b'221',b'52',b'2.4808'
184842,boardgame,b'Catan Junior',b'2014',b'2',b'4',b'30',b'30',b'30',b'6',b'332',b'6.47286',b'5.67759',b'874',b'10',b'4',b'59',b'84',b'10',b'1.4'
36799,boardgame,b'Chapayev',b'0',b'2',b'2',b'0',b'0',b'0',b'0',b'17',b'5.91176',b'0',b'10',b'0',b'1',b'11',b'11',b'4',b'1'
9220,boardgame,b'Saboteur',b'2004',b'3',b'10',b'30',b'30',b'30',b'8',b'22648',b'6.59318',b'6.48317',b'34908',b'671',b'212',b'1656',b'4250',b'1389',b'1.3305'
401,boardgame,b'Gold Connection',b'1992',b'2',b'4',b'60',b'60',b'60',b'10',b'146',b'6.4226',b'5.58929',b'297',b'26',b'15',b'28',b'54',b'22',b'1.8182'
25925,boardgame,b'Origin of Failing Water',b'2005',b'3',b'4',b'30',b'30',b'30',b'10',b'75',b'5.67467',b'5.5095',b'121',b'3',b'15',b'42',b'36',b'13',b'2.1538'
84876,boardgame,b'The Castles of Burgundy',b'2011',b'2',b'4',b'90',b'30',b'90',b'12',b'40040',b'8.12882',b'8.01147',b'55388',b'669',b'1064',b'8040',b'7017',b'2111',b'3.0019'
131129,boardgame,b'La Bataille de Wiederitzsch 1813',b'2012',b'2',b'0',b'420',b'420',b'420',b'15',b'7',b'7.72857',b'0',b'22',b'0',b'2',b'7',b'9',b'0',b'0'
11716,boardgame,b'Harold and the Purple Crayon Game',b'0',b'2',b'4',b'20',b'20',b'20',b'4',b'6',b'4',b'0',b'13',b'0',b'0',b'1',b'5',b'0',b'0'
132729,boardgame,b'Requiem: Vampire Knight',b'2016',b'2',b'2',b'40',b'20',b'40',b'12',b'20',b'6.356',b'0',b'53',b'1',b'1',b'19',b'7',b'0',b'0'
5711,boardgame,b'Squad Seven',b'2002',b'2',b'4',b'20',b'20',b'20',b'12',b'371',b'6.40679',b'5.69034',b'675',b'31',b'36',b'68',b'130',b'44',b'1.3182'
2307,boardgame,b'Greyhawk: Wars',b'1991',b'2',b'6',b'180',b'180',b'180',b'12',b'212',b'5.86391',b'5.53312',b'465',b'20',b'15',b'44',b'89',b'20',b'2.3'
308,boardgame,b'Santa Fe',b'1992',b'2',b'5',b'70',b'70',b'70',b'10',b'220',b'6.96553',b'5.69811',b'291',b'11',b'24',b'57',b'70',b'14',b'2.2143'
2677,boardgame,b'Commercial Crazies',b'1985',b'2',b'4',b'20',b'20',b'20',b'10',b'26',b'5.40385',b'0',b'63',b'9',b'3',b'3',b'15',b'1',b'1'
174748,boardgame,b'Pocket Sports Gridiron',b'2015',b'2',b'2',b'20',b'20',b'20',b'13',b'10',b'7.1',b'0',b'25',b'0',b'2',b'5',b'8',b'3',b'1'
26699,boardgame,b'Monopoly: Puzz 3D',b'1998',b'2',b'6',b'180',b'180',b'180',b'8',b'12',b'5.10833',b'0',b'31',b'1',b'1',b'3',b'1',b'0',b'0'
145381,boardgame,b'The Outcast Heroes',b'2013',b'2',b'4',b'30',b'30',b'30',b'10',b'113',b'6.2292',b'5.55032',b'254',b'18',b'5',b'41',b'32',b'6',b'2.5'
3608,boardgame,b'Air Force',b'1976',b'1',b'2',b'60',b'60',b'60',b'12',b'691',b'6.43642',b'5.77982',b'1650',b'97',b'11',b'43',b'346',b'102',b'3.2255'
31650,boardgame,"b""Monopoly: Dog Lovers' Edition""",b'2005',b'2',b'6',b'90',b'90',b'90',b'8',b'9',b'4.5',b'0',b'22',b'1',b'1',b'2',b'2',b'0',b'0'
139898,boardgame,b'Brew Crafters',b'2013',b'2',b'5',b'90',b'90',b'90',b'12',b'2543',b'7.49923',b'6.79341',b'4216',b'150',b'280',b'1097',b'646',b'130',b'3.5769'
1221,boardgame,b'Crossed Wires',b'1993',b'2',b'4',b'20',b'20',b'20',b'6',b'42',b'5.06286',b'5.48709',b'86',b'8',b'0',b'2',b'21',b'5',b'1.2'
48979,boardgame,b'Wazabi',b'2008',b'2',b'6',b'20',b'20',b'20',b'8',b'1011',b'5.92653',b'5.65774',b'1749',b'43',b'11',b'79',b'185',b'57',b'1.0877'
120444,boardgame,b'Project Pandora: Grim Cargo',b'2012',b'2',b'2',b'60',b'15',b'60',b'10',b'50',b'6.154',b'5.52274',b'236',b'11',b'14',b'57',b'22',b'6',b'2.5'
41123,boardgame,b'Pirate Versus Pirate',b'2010',b'2',b'3',b'20',b'20',b'20',b'8',b'246',b'6.00526',b'5.57661',b'479',b'25',b'8',b'54',b'91',b'14',b'1.0714'
108705,boardgame,b'Tuareg',b'2011',b'2',b'5',b'30',b'30',b'30',b'10',b'191',b'6.41361',b'5.61033',b'527',b'27',b'5',b'44',b'51',b'5',b'1.4'
1437,boardgame,b'Trust Me',b'1981',b'2',b'4',b'45',b'45',b'45',b'8',b'122',b'4.99959',b'5.46006',b'427',b'39',b'4',b'7',b'64',b'12',b'1.4167'
13929,boardgame,b'Guadalajara',b'1986',b'2',b'2',b'3',b'3',b'3',b'12',b'9',b'5.72222',b'0',b'15',b'0',b'4',b'4',b'1',b'0',b'0'
81691,boardgame,b'Lino',b'2010',b'2',b'2',b'20',b'20',b'20',b'8',b'83',b'6.77747',b'5.57517',b'129',b'9',b'3',b'11',b'28',b'5',b'2.4'
14736,boardgame,"b""Let's Kill""",b'1997',b'2',b'6',b'20',b'20',b'20',b'18',b'382',b'5.32186',b'5.44449',b'782',b'54',b'14',b'49',b'133',b'48',b'1.3333'
13025,boardgame,b'10 Sec. Quiz',b'1982',b'2',b'6',b'0',b'0',b'0',b'12',b'9',b'5.72222',b'0',b'34',b'1',b'0',b'2',b'6',b'0',b'0'
168203,boardgame,b'Wilde Wikinger: Schatzjagd',b'2012',b'2',b'4',b'10',b'10',b'10',b'5',b'8',b'7.075',b'0',b'16',b'1',b'0',b'0',b'3',b'1',b'1'
88460,boardgame,b'Scrabble Switch-Up',b'2010',b'2',b'4',b'0',b'0',b'0',b'8',b'16',b'6.0375',b'0',b'77',b'5',b'2',b'5',b'7',b'1',b'2'
13912,boardgame,"b'The Sedan Campaign, 1870'",b'2004',b'1',b'2',b'240',b'240',b'240',b'0',b'49',b'5.76898',b'5.50753',b'252',b'6',b'7',b'11',b'38',b'8',b'2.375'
202977,boardgame,b'Cytosis: A Cell Biology Board Game',b'2017',b'2',b'5',b'90',b'60',b'90',b'10',b'1230',b'7.12107',b'6.21521',b'3459',b'87',b'101',b'666',b'445',b'40',b'2.5'
43332,boardgame,b'Austerlitz 20',b'2009',b'2',b'2',b'45',b'45',b'45',b'12',b'69',b'6.98188',b'5.57125',b'169',b'1',b'12',b'26',b'35',b'15',b'2'
168998,boardgame,b'Marvel Dice Masters: Age of Ultron',b'2015',b'2',b'2',b'60',b'60',b'60',b'14',b'1204',b'7.32172',b'6.3415',b'3204',b'181',b'26',b'141',b'240',b'23',b'2.3478'
104575,boardgame,b'Steam Torpedo: First Contact',b'2011',b'2',b'2',b'40',b'40',b'40',b'13',b'380',b'6.22248',b'5.6368',b'1388',b'133',b'26',b'153',b'135',b'20',b'2.45'
89493,boardgame,b'Stax',b'2010',b'2',b'3',b'20',b'20',b'20',b'6',b'16',b'7.0375',b'0',b'24',b'0',b'4',b'24',b'10',b'3',b'2.3333'
4880,boardgame,b'War to the Death',b'1986',b'2',b'2',b'240',b'240',b'240',b'12',b'18',b'5.5',b'0',b'79',b'7',b'2',b'5',b'17',b'3',b'2.3333'
68504,boardgame,b'Outrider',b'2010',b'2',b'8',b'60',b'60',b'60',b'8',b'39',b'7.12667',b'5.53027',b'116',b'2',b'11',b'61',b'33',b'10',b'2.1'
42207,boardgame,b'Super Circles',b'2009',b'2',b'4',b'5',b'5',b'5',b'8',b'150',b'5.92741',b'5.54063',b'243',b'10',b'2',b'14',b'55',b'8',b'1'
22677,boardgame,"b""Stalin's War""",b'2010',b'2',b'2',b'240',b'240',b'240',b'12',b'291',b'6.79093',b'5.71216',b'876',b'60',b'18',b'82',b'161',b'48',b'3.1458'
60513,boardgame,b'Mystic Path: Nebel um Burg Tiefenkaastel',b'2009',b'2',b'5',b'1500',b'1500',b'1500',b'15',b'14',b'7.57143',b'0',b'61',b'2',b'0',b'5',b'3',b'2',b'3.5'
7639,boardgame,b'Their Finest Hour',b'1976',b'2',b'2',b'240',b'240',b'240',b'12',b'106',b'6.63491',b'5.56471',b'452',b'14',b'6',b'17',b'71',b'10',b'4.3'
32821,boardgame,b'Battle Leader Tactics',b'2007',b'2',b'2',b'30',b'30',b'30',b'0',b'45',b'6.68444',b'5.5366',b'122',b'6',b'3',b'61',b'54',b'18',b'2.1111'
18201,boardgame,b'Snapshots Across America',b'1999',b'2',b'6',b'0',b'0',b'0',b'8',b'7',b'5',b'0',b'19',b'1',b'0',b'0',b'3',b'1',b'1'
165417,boardgame,b'Puerto Diablo',b'2015',b'2',b'5',b'120',b'120',b'120',b'10',b'40',b'6.2375',b'5.52195',b'86',b'2',b'1',b'14',b'20',b'1',b'2'
144416,boardgame,b'Manno Monster',b'2013',b'2',b'4',b'25',b'25',b'25',b'8',b'93',b'6.46583',b'5.5569',b'124',b'2',b'0',b'6',b'15',b'7',b'1.5714'
146548,boardgame,b'Imaginarium',b'2011',b'4',b'7',b'30',b'30',b'30',b'16',b'171',b'6.49517',b'5.58715',b'204',b'1',b'1',b'14',b'32',b'12',b'1.1667'
30741,boardgame,"b""Surf's Up, Dude!""",b'2008',b'2',b'6',b'45',b'45',b'45',b'8',b'223',b'5.51534',b'5.49798',b'331',b'55',b'5',b'28',b'120',b'37',b'1.7568'
25768,boardgame,b'Long Live the King',b'2006',b'5',b'30',b'240',b'240',b'240',b'12',b'127',b'6.63898',b'5.58279',b'448',b'34',b'7',b'49',b'69',b'18',b'3'
27851,boardgame,b'Alexander: The Card Game',b'0',b'1',b'1',b'10',b'10',b'10',b'10',b'10',b'5.6',b'0',b'20',b'0',b'1',b'4',b'10',b'4',b'1.25'
95073,boardgame,b'Golf Dice',b'0',b'1',b'0',b'30',b'30',b'30',b'8',b'10',b'4.2',b'0',b'38',b'3',b'1',b'0',b'3',b'1',b'1'
136356,boardgame,b'Dread Curse',b'2013',b'3',b'8',b'30',b'30',b'30',b'14',b'627',b'6.3719',b'5.77185',b'1186',b'97',b'30',b'175',b'167',b'23',b'1.8696'
3910,boardgame,b'Harry Potter: Diagon Alley Board Game',b'2001',b'3',b'6',b'45',b'45',b'45',b'8',b'171',b'5.22526',b'5.46305',b'472',b'20',b'6',b'21',b'76',b'12',b'1.1667'
88996,boardgame,b'Bag-O-Loot',b'2010',b'2',b'4',b'20',b'20',b'20',b'10',b'49',b'5.83061',b'5.49866',b'142',b'13',b'2',b'4',b'27',b'3',b'1.6667'
119632,boardgame,b'IOTA',b'2012',b'2',b'4',b'30',b'30',b'30',b'8',b'1199',b'6.22358',b'5.82113',b'3207',b'85',b'18',b'131',b'306',b'57',b'1.9298'
174192,boardgame,b'Daxu',b'2015',b'2',b'2',b'30',b'30',b'30',b'10',b'286',b'6.54996',b'5.6826',b'436',b'17',b'29',b'161',b'81',b'8',b'1.375'
21566,boardgame,b'Scene It? Sports powered by ESPN',b'2005',b'2',b'12',b'45',b'45',b'45',b'13',b'75',b'5.13667',b'5.47602',b'198',b'18',b'0',b'7',b'24',b'5',b'1.4'
15195,boardgame,b'Monopoly: X-Men',b'2000',b'2',b'6',b'120',b'120',b'120',b'8',b'52',b'5.09038',b'5.48867',b'109',b'4',b'0',b'14',b'14',b'3',b'2.3333'
210663,boardgame,b'Tribes: Early Civilization',b'2017',b'1',b'4',b'50',b'30',b'50',b'8',b'348',b'6.57468',b'5.71588',b'516',b'28',b'30',b'219',b'95',b'22',b'2.1364'
200593,boardgame,b'Quest Stories',b'2016',b'3',b'5',b'45',b'30',b'45',b'8',b'47',b'6.57617',b'5.52978',b'103',b'0',b'0',b'16',b'9',b'1',b'1'
3164,boardgame,b'Rigatoni Intriganti',b'1997',b'3',b'4',b'60',b'60',b'60',b'8',b'18',b'5.70833',b'0',b'55',b'3',b'2',b'5',b'10',b'2',b'2'
33595,boardgame,b'9tka',b'2007',b'2',b'4',b'10',b'10',b'10',b'7',b'39',b'7.3',b'5.54787',b'44',b'1',b'5',b'28',b'20',b'8',b'2.125'
24627,boardgame,b'Star Wars Miniatures: Starship Battles',b'2006',b'2',b'2',b'60',b'60',b'60',b'10',b'416',b'5.47678',b'5.48354',b'754',b'38',b'20',b'50',b'168',b'58',b'1.6552'
27923,boardgame,b'A Guerra do Congo 1998-1999',b'2002',b'2',b'2',b'0',b'0',b'0',b'12',b'7',b'6.57143',b'0',b'23',b'0',b'0',b'8',b'6',b'2',b'1.5'
93512,boardgame,b'Colour Bazaar',b'2011',b'2',b'3',b'30',b'30',b'30',b'0',b'12',b'6.525',b'0',b'12',b'0',b'0',b'4',b'7',b'1',b'1'
4195,boardgame,b'War of the Ring: The Game of Middle Earth',b'1976',b'2',b'4',b'180',b'180',b'180',b'12',b'18',b'6',b'0',b'76',b'1',b'19',b'21',b'13',b'4',b'3.75'
9571,boardgame,b'Baha',b'1989',b'2',b'6',b'30',b'30',b'30',b'7',b'44',b'5.70455',b'5.50409',b'151',b'10',b'3',b'6',b'29',b'6',b'1.5'
200886,boardgame,b'Manaforge',b'2017',b'2',b'4',b'90',b'60',b'90',b'14',b'64',b'7.10703',b'5.56785',b'161',b'3',b'8',b'44',b'24',b'4',b'2.75'
