avg_rate,geek_rate,id,num_votes,title
3.00,N/A,20369,2,Shop
5.33,N/A,20370,3,Shop
6.00,N/A,20371,6,Shop
4.69,N/A,20372,8,Shop
5.30,N/A,20373,10,Shop
5.00,N/A,20375,1,Shop
5.25,N/A,20376,4,Shop
7.00,N/A,20377,2,Shop
1.00,N/A,20378,1,Shop
3.14,N/A,20380,11,Shop
N/A,N/A,20381,N/A,Shop
5.55,N/A,20382,2,Shop
5.00,N/A,20383,2,Shop
5.00,N/A,20384,3,Shop
5.00,N/A,20386,2,Shop
4.25,N/A,20387,4,Shop
5.88,N/A,20388,11,Shop
5.33,N/A,20389,6,Shop
3.00,N/A,20392,6,Shop
4.42,N/A,20393,12,Shop
N/A,N/A,20394,N/A,Shop
3.00,N/A,20395,3,Shop
6.50,N/A,20396,2,Shop
N/A,N/A,20397,N/A,Shop
N/A,N/A,20398,N/A,Shop
N/A,N/A,20399,N/A,Shop
3.50,N/A,20400,2,Shop
2.00,N/A,20401,1,Shop
N/A,N/A,20402,N/A,Shop
N/A,N/A,20403,N/A,Shop
5.50,N/A,20404,5,Shop
7.00,N/A,20405,1,Shop
6.89,N/A,20406,18,Shop
4.50,N/A,20407,2,Shop
5.75,N/A,20408,4,Shop
5.33,N/A,20411,3,Shop
4.12,N/A,20412,6,Shop
4.33,N/A,20415,3,Shop
4.60,N/A,20416,10,Shop
5.60,N/A,20417,5,Shop
3.69,N/A,20420,11,Shop
7.00,N/A,20421,2,Shop
3.67,N/A,20423,3,Shop
1.67,N/A,20424,3,Shop
N/A,N/A,20425,N/A,Shop
5.83,N/A,20426,6,Shop
N/A,N/A,20427,N/A,Shop
N/A,N/A,20428,N/A,Shop
5.53,N/A,20429,26,Shop
6.00,N/A,20430,5,Shop
4.43,N/A,20431,14,Shop
4.70,N/A,20433,5,Shop
7.72,5.916,20435,321,Shop
5.41,5.464,20436,471,Shop
3.67,N/A,20438,3,Shop
6.64,N/A,20440,24,Shop
6.17,N/A,20442,3,Shop
5.82,N/A,20444,19,Shop
5.10,N/A,20448,5,Shop
3.75,N/A,20449,2,Shop
6.83,N/A,20450,9,Shop
5.33,N/A,20451,6,Shop
5.75,N/A,20453,2,Shop
5.25,N/A,20455,2,Shop
7.17,N/A,20456,9,Shop
6.20,N/A,20457,5,Shop
6.00,N/A,20460,2,Shop
6.36,N/A,20461,14,Shop
N/A,N/A,20462,N/A,Shop
5.00,N/A,20463,2,Shop
5.00,N/A,20464,7,Shop
N/A,N/A,20465,N/A,Shop
5.00,N/A,20466,4,Shop
5.37,N/A,20468,13,Shop
N/A,N/A,20469,N/A,Shop
8.00,N/A,20470,1,Shop
6.08,N/A,20471,13,Shop
5.22,N/A,20472,16,Shop
4.53,N/A,20473,8,Shop
6.71,N/A,20475,7,Shop
4.88,N/A,20476,8,Shop
7.03,N/A,20477,16,Shop
4.00,N/A,20478,2,Shop
4.00,N/A,20479,1,Shop
5.00,N/A,20480,1,Shop
N/A,N/A,20481,N/A,Shop
6.00,N/A,20482,2,Shop
3.00,N/A,20483,1,Shop
4.62,N/A,20484,4,Shop
4.17,N/A,20485,3,Shop
5.50,N/A,20486,17,Shop
5.00,N/A,20487,1,Shop
2.00,N/A,20488,2,Shop
6.17,N/A,20490,3,Shop
N/A,N/A,20491,N/A,Shop
5.33,N/A,20492,6,Shop
N/A,N/A,20493,N/A,Shop
6.19,5.725,20494,779,Shop
5.67,N/A,20497,3,Shop
5.25,N/A,20498,2,Shop
3.50,N/A,20501,2,Shop
5.25,N/A,20502,4,Shop
6.25,N/A,20503,2,Shop
N/A,N/A,20504,N/A,Shop
N/A,N/A,20506,N/A,Shop
N/A,N/A,20508,N/A,Shop
N/A,N/A,20509,N/A,Shop
7.11,N/A,20510,16,Shop
7.59,5.565,20511,46,Shop
7.06,5.538,20512,39,Shop
7.38,N/A,20513,22,Shop
7.69,N/A,20515,13,Shop
6.50,N/A,20516,2,Shop
6.44,N/A,20517,8,Shop
N/A,N/A,20518,N/A,Shop
3.75,N/A,20519,4,Shop
4.50,N/A,20520,20,Shop
6.00,N/A,20521,1,Shop
5.67,N/A,20522,3,Shop
N/A,N/A,20523,N/A,Shop
3.00,N/A,20524,1,Shop
4.44,N/A,20526,17,Shop
6.62,N/A,20527,4,Shop
N/A,N/A,20529,N/A,Shop
7.19,N/A,20531,8,Shop
6.00,N/A,20532,12,Shop
5.50,N/A,20534,2,Shop
7.56,N/A,20535,16,Shop
6.98,N/A,20536,24,Shop
7.91,N/A,20537,17,Shop
7.63,5.714,20538,156,Shop
N/A,N/A,20539,N/A,Shop
7.00,N/A,20540,1,Shop
5.67,N/A,20541,3,Shop
6.00,N/A,20544,7,Shop
3.71,N/A,20547,7,Shop
3.00,N/A,20548,1,Shop
5.20,N/A,20549,5,Shop
5.69,N/A,20550,12,Shop
4.42,N/A,20552,25,Shop
N/A,N/A,20553,N/A,Shop
1.00,N/A,20554,1,Shop
5.00,N/A,20555,2,Shop
N/A,N/A,20556,N/A,Shop
5.20,N/A,20557,5,Shop
6.32,N/A,20558,11,Shop
5.00,N/A,20559,2,Shop
4.42,N/A,20560,17,Shop
5.00,N/A,20561,1,Shop
6.00,N/A,20562,3,Shop
6.50,N/A,20563,2,Shop
6.29,N/A,20564,15,Shop
6.33,N/A,20565,3,Shop
6.50,N/A,20566,12,Shop
5.67,N/A,20567,3,Shop
4.50,N/A,20568,3,Shop
6.00,N/A,20569,2,Shop
5.00,N/A,20570,1,Shop
N/A,N/A,20571,N/A,Shop
4.00,N/A,20572,1,Shop
5.94,N/A,20573,13,Shop
6.00,N/A,20574,1,Shop
5.75,N/A,20575,4,Shop
N/A,N/A,20576,N/A,Shop
4.91,N/A,20577,21,Shop
6.45,N/A,20578,2,Shop
4.44,N/A,20579,18,Shop
6.00,N/A,20581,4,Shop
4.65,N/A,20582,19,Shop
3.50,N/A,20583,2,Shop
N/A,N/A,20584,N/A,Shop
5.00,N/A,20585,2,Shop
6.00,N/A,20588,1,Shop
N/A,N/A,20591,N/A,Shop
5.37,N/A,20592,11,Shop
4.56,N/A,20593,9,Shop
4.59,N/A,20594,5,Shop
8.03,5.607,20596,65,Shop
4.00,N/A,20597,1,Shop
5.00,N/A,20598,1,Shop
5.33,N/A,20599,3,Shop
5.69,N/A,20600,2,Shop
5.33,N/A,20601,25,Shop
3.50,N/A,20602,2,Shop
5.00,N/A,20603,2,Shop
7.39,N/A,20605,9,Shop
N/A,N/A,20606,N/A,Shop
3.60,N/A,20607,5,Shop
5.62,N/A,20608,16,Shop
4.50,N/A,20611,2,Shop
N/A,N/A,20612,N/A,Shop
6.17,N/A,20614,3,Shop
7.25,N/A,20615,2,Shop
4.50,N/A,20618,2,Shop
N/A,N/A,20619,N/A,Shop
5.00,N/A,20620,4,Shop
6.44,5.662,20621,357,Shop
5.33,N/A,20622,6,Shop
5.67,N/A,20625,3,Shop
5.89,N/A,20626,9,Shop
7.44,N/A,20627,27,Shop
4.36,N/A,20628,7,Shop
N/A,N/A,20632,N/A,Shop
6.08,5.516,20635,54,Shop
5.99,5.512,20636,53,Shop
6.73,N/A,20637,10,Shop
N/A,N/A,20639,N/A,Shop
N/A,N/A,20640,N/A,Shop
2.00,N/A,20644,1,Shop
N/A,N/A,20648,N/A,Shop
N/A,N/A,20649,N/A,Shop
N/A,N/A,20650,N/A,Shop
N/A,N/A,20651,N/A,Shop
N/A,N/A,20652,N/A,Shop
8.18,5.571,20653,38,Shop
N/A,N/A,20654,N/A,Shop
N/A,N/A,20655,N/A,Shop
N/A,N/A,20656,N/A,Shop
N/A,N/A,20657,N/A,Shop
N/A,N/A,20658,N/A,Shop
6.56,6.142,20660,3166,Shop
N/A,N/A,20661,N/A,Shop
N/A,N/A,20662,N/A,Shop
N/A,N/A,20663,N/A,Shop
N/A,N/A,20664,N/A,Shop
N/A,N/A,20665,N/A,Shop
N/A,N/A,20666,N/A,Shop
N/A,N/A,20667,N/A,Shop
7.19,N/A,20669,24,Shop
7.63,N/A,20670,15,Shop
3.00,N/A,20671,1,Shop
7.34,5.536,20672,32,Shop
1.83,N/A,20673,3,Shop
N/A,N/A,20674,N/A,Shop
N/A,N/A,20676,N/A,Shop
N/A,N/A,20677,N/A,Shop
7.20,N/A,20678,26,Shop
7.00,N/A,20679,1,Shop
6.65,N/A,20680,5,Shop
N/A,N/A,20681,N/A,Shop
6.00,N/A,20683,1,Shop
6.50,N/A,20684,4,Shop
5.20,N/A,20685,11,Shop
5.77,N/A,20686,13,Shop
N/A,N/A,20687,N/A,Shop
N/A,N/A,20688,N/A,Shop
N/A,N/A,20689,N/A,Shop
N/A,N/A,20690,N/A,Shop
N/A,N/A,20691,N/A,Shop
5.61,N/A,20692,18,Shop
N/A,N/A,20693,N/A,Shop
7.12,N/A,20695,8,Shop
N/A,N/A,20696,N/A,Shop
5.95,N/A,20697,11,Shop
4.75,N/A,20698,16,Shop
3.25,N/A,20699,2,Shop
3.00,N/A,20700,1,Shop
6.19,N/A,20701,7,Shop
N/A,N/A,20702,N/A,Shop
5.86,N/A,20703,7,Shop
4.58,N/A,20704,6,Shop
6.00,N/A,20705,8,Shop
N/A,N/A,20707,N/A,Shop
5.00,N/A,20712,1,Shop
4.75,N/A,20713,4,Shop
N/A,N/A,20714,N/A,Shop
N/A,N/A,20715,N/A,Shop
5.00,N/A,20716,1,Shop
6.40,N/A,20717,5,Shop
N/A,N/A,20718,N/A,Shop
6.50,N/A,20719,1,Shop
N/A,N/A,20720,N/A,Shop
N/A,N/A,20721,N/A,Shop
5.00,N/A,20727,1,Shop
N/A,N/A,20728,N/A,Shop
4.00,N/A,20729,6,Shop
6.50,N/A,20730,1,Shop
4.50,N/A,20735,3,Shop
5.33,N/A,20736,3,Shop
6.75,N/A,20737,1,Shop
N/A,N/A,20738,N/A,Shop
N/A,N/A,20739,N/A,Shop
6.00,N/A,20740,1,Shop
7.63,5.549,20741,31,Shop
N/A,N/A,20743,N/A,Shop
4.00,N/A,20744,1,Shop
N/A,N/A,20746,N/A,Shop
N/A,N/A,20747,N/A,Shop
4.33,N/A,20748,3,Shop
7.17,N/A,20749,6,Shop
6.79,N/A,20751,7,Shop
N/A,N/A,20752,N/A,Shop
7.00,N/A,20753,1,Shop
N/A,N/A,20754,N/A,Shop
N/A,N/A,20755,N/A,Shop
N/A,N/A,20756,N/A,Shop
6.50,N/A,20757,2,Shop
N/A,N/A,20758,N/A,Shop
7.00,N/A,20759,1,Shop
4.00,N/A,20760,2,Shop
N/A,N/A,20762,N/A,Shop
6.50,N/A,20763,4,Shop
N/A,N/A,20764,N/A,Shop
5.00,N/A,20765,1,Shop
5.67,N/A,20766,3,Shop
4.64,N/A,20767,7,Shop
5.90,N/A,20768,5,Shop
5.46,N/A,20769,23,Shop
N/A,N/A,20770,N/A,Shop
5.47,N/A,20773,18,Shop
N/A,N/A,20775,N/A,Shop
N/A,N/A,20776,N/A,Shop
N/A,N/A,20777,N/A,Shop
N/A,N/A,20778,N/A,Shop
N/A,N/A,20779,N/A,Shop
N/A,N/A,20780,N/A,Shop
N/A,N/A,20783,N/A,Shop
5.96,N/A,20784,12,Shop
5.76,N/A,20785,15,Shop
6.88,N/A,20786,8,Shop
5.00,N/A,20787,2,Shop
N/A,N/A,20789,N/A,Shop
N/A,N/A,20791,N/A,Shop
3.75,N/A,20792,2,Shop
4.50,N/A,20793,4,Shop
N/A,N/A,20795,N/A,Shop
N/A,N/A,20796,N/A,Shop
N/A,N/A,20797,N/A,Shop
6.50,N/A,20798,8,Shop
6.50,N/A,20799,8,Shop
6.50,N/A,20800,8,Shop
6.75,N/A,20802,4,Shop
N/A,N/A,20803,N/A,Shop
N/A,N/A,20804,N/A,Shop
6.50,N/A,20805,2,Shop
6.09,N/A,20807,9,Shop
6.80,N/A,20808,5,Shop
N/A,N/A,20809,N/A,Shop
6.19,N/A,20811,8,Shop
6.39,N/A,20812,14,Shop
N/A,N/A,20813,N/A,Shop
4.38,N/A,20814,4,Shop
N/A,N/A,20815,N/A,Shop
6.74,N/A,20816,17,Shop
5.00,N/A,20818,1,Shop
5.88,N/A,20819,6,Shop
6.40,N/A,20820,5,Shop
5.00,N/A,20822,5,Shop
N/A,N/A,20825,N/A,Shop
N/A,N/A,20826,N/A,Shop
N/A,N/A,20827,N/A,Shop
6.30,N/A,20828,19,Shop
N/A,N/A,20830,N/A,Shop
5.54,N/A,20831,8,Shop
N/A,N/A,20835,N/A,Shop
N/A,N/A,20837,N/A,Shop
4.14,N/A,20838,11,Shop
6.77,N/A,20839,24,Shop
6.43,N/A,20840,7,Shop
6.70,N/A,20841,10,Shop
N/A,N/A,20842,N/A,Shop
5.54,N/A,20843,26,Shop
2.98,N/A,20844,8,Shop
5.72,N/A,20845,25,Shop
6.22,N/A,20846,5,Shop
N/A,N/A,20849,N/A,Shop
7.25,N/A,20850,2,Shop
5.89,5.526,20852,105,Shop
N/A,N/A,20853,N/A,Shop
N/A,N/A,20854,N/A,Shop
N/A,N/A,20855,N/A,Shop
N/A,N/A,20856,N/A,Shop
7.10,5.882,20857,420,Shop
N/A,N/A,20859,N/A,Shop
N/A,N/A,20860,N/A,Shop
5.72,5.510,20861,86,Shop
5.78,5.511,20862,92,Shop
5.00,N/A,20863,3,Shop
5.50,N/A,20864,24,Shop
2.78,N/A,20866,9,Shop
6.25,N/A,20867,4,Shop
7.88,N/A,20868,21,Shop
6.67,N/A,20869,3,Shop
7.00,N/A,20870,1,Shop
5.50,N/A,20871,3,Shop
6.86,5.604,20872,110,Shop
5.88,N/A,20873,26,Shop
6.14,N/A,20874,7,Shop
6.40,N/A,20875,5,Shop
7.00,N/A,20876,9,Shop
5.35,N/A,20877,23,Shop
4.67,N/A,20878,3,Shop
5.35,N/A,20880,12,Shop
6.57,N/A,20882,7,Shop
6.00,N/A,20883,1,Shop
3.82,N/A,20884,12,Shop
4.37,N/A,20885,3,Shop
5.50,N/A,20886,1,Shop
6.00,N/A,20887,1,Shop
4.50,N/A,20893,2,Shop
5.00,N/A,20894,3,Shop
5.00,N/A,20895,4,Shop
4.97,N/A,20896,3,Shop
1.67,N/A,20897,3,Shop
4.42,N/A,20898,12,Shop
5.00,N/A,20900,4,Shop
6.65,N/A,20901,10,Shop
5.13,N/A,20902,9,Shop
5.54,N/A,20903,26,Shop
N/A,N/A,20904,N/A,Shop
7.00,N/A,20905,2,Shop
4.00,N/A,20908,1,Shop
4.00,N/A,20909,2,Shop
N/A,N/A,20911,N/A,Shop
N/A,N/A,20912,N/A,Shop
3.65,N/A,20913,11,Shop
7.30,N/A,20915,22,Shop
4.50,N/A,20916,16,Shop
3.75,N/A,20917,8,Shop
7.00,N/A,20919,1,Shop
6.92,N/A,20920,29,Shop
N/A,N/A,20921,N/A,Shop
4.08,N/A,20922,6,Shop
N/A,N/A,20923,N/A,Shop
4.16,N/A,20924,28,Shop
6.75,N/A,20925,6,Shop
N/A,N/A,20926,N/A,Shop
N/A,N/A,20927,N/A,Shop
7.83,N/A,20928,6,Shop
N/A,N/A,20929,N/A,Shop
5.00,N/A,20931,1,Shop
4.79,N/A,20932,7,Shop
6.00,N/A,20933,1,Shop
6.60,N/A,20934,5,Shop
6.34,N/A,20935,11,Shop
5.67,N/A,20936,3,Shop
6.77,N/A,20938,11,Shop
6.25,N/A,20939,4,Shop
7.71,N/A,20940,17,Shop
7.07,N/A,20941,15,Shop
5.57,N/A,20942,7,Shop
6.67,N/A,20943,3,Shop
6.17,N/A,20944,3,Shop
5.00,N/A,20945,1,Shop
5.00,N/A,20946,1,Shop
N/A,N/A,20947,N/A,Shop
5.00,N/A,20948,1,Shop
4.58,N/A,20949,13,Shop
6.17,N/A,20950,6,Shop
6.00,N/A,20951,5,Shop
5.00,N/A,20956,2,Shop
5.12,N/A,20957,15,Shop
N/A,N/A,20958,N/A,Shop
6.05,N/A,20959,24,Shop
N/A,N/A,20960,N/A,Shop
N/A,N/A,20961,N/A,Shop
N/A,N/A,20962,N/A,Shop
3.50,N/A,20964,2,Shop
5.17,N/A,20965,22,Shop
5.96,N/A,20967,10,Shop
4.92,N/A,20969,7,Shop
6.80,N/A,20970,5,Shop
4.00,N/A,20972,2,Shop
6.88,N/A,20973,4,Shop
N/A,N/A,20975,N/A,Shop
7.40,N/A,20976,5,Shop
6.00,N/A,20977,2,Shop
N/A,N/A,20978,N/A,Shop
N/A,N/A,20979,N/A,Shop
N/A,N/A,20981,N/A,Shop
3.00,N/A,20983,1,Shop
7.50,N/A,20984,4,Shop
6.20,N/A,20985,5,Shop
5.01,N/A,20986,8,Shop
2.00,N/A,20987,2,Shop
1.00,N/A,20988,2,Shop
N/A,N/A,20990,N/A,Shop
6.33,N/A,20991,3,Shop
N/A,N/A,20992,N/A,Shop
7.65,N/A,20993,10,Shop
6.00,N/A,20994,3,Shop
5.71,N/A,20996,7,Shop
N/A,N/A,20997,N/A,Shop
7.50,N/A,20998,4,Shop
6.50,N/A,20999,6,Shop
5.50,N/A,21000,6,Shop
5.52,N/A,21002,13,Shop
5.27,N/A,21004,11,Shop
3.83,N/A,21005,9,Shop
N/A,N/A,21006,N/A,Shop
5.91,N/A,21007,11,Shop
N/A,N/A,21008,N/A,Shop
N/A,N/A,21009,N/A,Shop
4.00,N/A,21010,5,Shop
4.00,N/A,21011,1,Shop
6.00,N/A,21013,2,Shop
N/A,N/A,21016,N/A,Shop
6.71,N/A,21017,14,Shop
5.12,N/A,21018,8,Shop
4.75,N/A,21019,22,Shop
5.67,N/A,21020,3,Shop
5.67,N/A,21021,3,Shop
5.47,N/A,21023,23,Shop
3.05,N/A,21024,11,Shop
6.83,N/A,21025,7,Shop
6.50,N/A,21026,2,Shop
3.17,N/A,21027,3,Shop
N/A,N/A,21028,N/A,Shop
4.50,N/A,21029,2,Shop
7.71,5.683,21030,117,Shop
7.37,5.601,21031,73,Shop
5.00,N/A,21032,2,Shop
5.67,N/A,21033,3,Shop
N/A,N/A,21034,N/A,Shop
6.33,N/A,21035,3,Shop
N/A,N/A,21037,N/A,Shop
6.00,N/A,21038,1,Shop
6.40,N/A,21039,10,Shop
N/A,N/A,21042,N/A,Shop
N/A,N/A,21043,N/A,Shop
4.25,N/A,21044,4,Shop
4.00,N/A,21045,4,Shop
6.71,5.600,21046,134,Shop
7.50,N/A,21047,4,Shop
5.89,N/A,21049,14,Shop
7.13,N/A,21052,15,Shop
6.12,N/A,21053,4,Shop
3.00,N/A,21054,1,Shop
5.00,N/A,21055,12,Shop
7.00,N/A,21056,2,Shop
7.85,N/A,21057,2,Shop
N/A,N/A,21058,N/A,Shop
7.81,7.322,21059,6032,Shop
7.33,N/A,21062,18,Shop
6.08,N/A,21063,15,Shop
3.00,N/A,21064,4,Shop
6.60,N/A,21065,20,Shop
6.33,N/A,21066,17,Shop
7.47,N/A,21067,9,Shop
5.00,N/A,21068,2,Shop
5.02,N/A,21070,6,Shop
4.21,N/A,21071,26,Shop
3.60,N/A,21073,8,Shop
5.44,N/A,21074,8,Shop
5.00,N/A,21075,1,Shop
5.67,N/A,21076,3,Shop
6.90,N/A,21078,5,Shop
6.40,N/A,21079,5,Shop
5.38,N/A,21081,8,Shop
6.28,N/A,21083,16,Shop
4.50,N/A,21084,1,Shop
6.00,N/A,21085,1,Shop
4.00,N/A,21086,8,Shop
6.56,N/A,21087,8,Shop
6.50,N/A,21088,2,Shop
5.00,N/A,21089,1,Shop
5.50,N/A,21091,4,Shop
6.80,5.524,21092,30,Shop
6.35,N/A,21093,17,Shop
4.00,N/A,21094,1,Shop
5.03,N/A,21096,17,Shop
7.22,5.627,21097,120,Shop
6.86,5.574,21098,77,Shop
6.50,5.545,21099,62,Shop
6.82,5.573,21100,77,Shop
6.57,5.561,21101,83,Shop
4.07,N/A,21102,5,Shop
6.64,N/A,21104,18,Shop
1.00,N/A,21105,1,Shop
5.19,N/A,21106,13,Shop
5.00,N/A,21107,2,Shop
5.40,N/A,21108,2,Shop
6.00,N/A,21110,1,Shop
5.50,N/A,21111,2,Shop
5.50,N/A,21112,2,Shop
4.70,N/A,21114,5,Shop
N/A,N/A,21115,N/A,Shop
N/A,N/A,21117,N/A,Shop
6.00,N/A,21118,13,Shop
N/A,N/A,21119,N/A,Shop
N/A,N/A,21120,N/A,Shop
5.40,N/A,21121,10,Shop
4.50,N/A,21122,2,Shop
3.65,N/A,21125,24,Shop
6.23,N/A,21126,11,Shop
4.00,N/A,21127,3,Shop
N/A,N/A,21128,N/A,Shop
5.00,N/A,21129,1,Shop
7.38,N/A,21130,20,Shop
N/A,N/A,21131,N/A,Shop
7.14,N/A,21132,7,Shop
7.67,N/A,21134,3,Shop
N/A,N/A,21135,N/A,Shop
N/A,N/A,21136,N/A,Shop
6.17,N/A,21137,3,Shop
2.00,N/A,21138,1,Shop
6.25,N/A,21139,4,Shop
N/A,N/A,21140,N/A,Shop
6.25,N/A,21142,17,Shop
N/A,N/A,21143,N/A,Shop
7.00,N/A,21144,3,Shop
2.00,N/A,21145,4,Shop
2.67,N/A,21146,3,Shop
4.50,N/A,21147,9,Shop
4.78,N/A,21148,9,Shop
5.00,N/A,21151,1,Shop
4.50,N/A,21152,4,Shop
N/A,N/A,21153,N/A,Shop
4.00,N/A,21154,2,Shop
2.50,N/A,21155,2,Shop
N/A,N/A,21156,N/A,Shop
2.00,N/A,21157,3,Shop
5.88,N/A,21158,4,Shop
7.00,N/A,21159,1,Shop
5.75,N/A,21160,2,Shop
10.00,N/A,21162,1,Shop
5.00,N/A,21163,1,Shop
5.67,N/A,21164,6,Shop
6.46,5.524,21165,35,Shop
4.50,N/A,21166,3,Shop
N/A,N/A,21167,N/A,Shop
N/A,N/A,21168,N/A,Shop
5.50,N/A,21169,4,Shop
4.50,N/A,21170,3,Shop
6.00,N/A,21171,1,Shop
4.00,N/A,21172,2,Shop
7.69,N/A,21174,25,Shop
5.08,N/A,21175,14,Shop
6.33,N/A,21176,6,Shop
1.00,N/A,21177,2,Shop
6.50,N/A,21178,1,Shop
6.17,N/A,21180,6,Shop
5.89,N/A,21181,14,Shop
3.90,N/A,21184,5,Shop
7.40,N/A,21185,5,Shop
6.00,N/A,21186,1,Shop
6.33,N/A,21187,3,Shop
7.33,N/A,21189,3,Shop
3.00,N/A,21190,2,Shop
6.75,N/A,21191,4,Shop
6.25,N/A,21192,2,Shop
3.71,N/A,21194,7,Shop
1.66,N/A,21195,18,Shop
6.00,N/A,21196,6,Shop
7.00,N/A,21197,1,Shop
N/A,N/A,21198,N/A,Shop
5.00,N/A,21199,1,Shop
5.00,N/A,21200,1,Shop
4.00,N/A,21201,2,Shop
N/A,N/A,21202,N/A,Shop
2.90,N/A,21203,5,Shop
3.67,N/A,21204,3,Shop
5.54,N/A,21205,14,Shop
7.44,N/A,21206,9,Shop
6.39,N/A,21207,18,Shop
4.67,N/A,21208,6,Shop
6.22,N/A,21210,14,Shop
N/A,N/A,21211,N/A,Shop
6.64,N/A,21212,14,Shop
5.00,N/A,21213,1,Shop
5.75,N/A,21214,8,Shop
5.00,N/A,21215,2,Shop
5.78,N/A,21217,18,Shop
6.00,N/A,21220,1,Shop
6.87,N/A,21221,3,Shop
6.00,N/A,21222,2,Shop
3.67,N/A,21223,3,Shop
3.50,N/A,21224,2,Shop
5.00,N/A,21225,1,Shop
N/A,N/A,21226,N/A,Shop
N/A,N/A,21227,N/A,Shop
N/A,N/A,21228,N/A,Shop
6.00,N/A,21229,1,Shop
4.42,N/A,21231,7,Shop
7.00,N/A,21232,1,Shop
6.00,N/A,21233,1,Shop
1.00,N/A,21234,1,Shop
5.00,N/A,21235,1,Shop
4.30,N/A,21237,10,Shop
5.50,N/A,21238,8,Shop
6.38,N/A,21240,4,Shop
7.79,5.544,21242,34,Shop
5.50,N/A,21243,2,Shop
5.50,N/A,21244,2,Shop
3.25,N/A,21245,4,Shop
6.00,N/A,21247,1,Shop
5.38,N/A,21248,8,Shop
2.00,N/A,21250,3,Shop
4.67,N/A,21251,3,Shop
5.80,N/A,21252,5,Shop
5.33,N/A,21253,3,Shop
3.73,N/A,21254,24,Shop
6.62,N/A,21255,5,Shop
6.00,N/A,21258,1,Shop
5.00,N/A,21259,4,Shop
1.00,N/A,21260,1,Shop
N/A,N/A,21261,N/A,Shop
5.50,N/A,21263,5,Shop
5.96,N/A,21264,13,Shop
5.51,N/A,21265,12,Shop
3.88,N/A,21266,4,Shop
4.00,N/A,21267,1,Shop
6.25,N/A,21268,4,Shop
6.50,N/A,21270,4,Shop
5.00,N/A,21271,3,Shop
5.97,N/A,21275,24,Shop
3.50,N/A,21278,4,Shop
4.75,N/A,21279,4,Shop
2.00,N/A,21280,1,Shop
N/A,N/A,21281,N/A,Shop
N/A,N/A,21283,N/A,Shop
6.30,N/A,21284,5,Shop
N/A,N/A,21285,N/A,Shop
4.50,N/A,21289,3,Shop
7.67,N/A,21290,6,Shop
6.83,N/A,21291,12,Shop
4.70,N/A,21292,5,Shop
7.10,N/A,21295,10,Shop
7.67,N/A,21296,3,Shop
7.90,N/A,21297,10,Shop
5.75,N/A,21298,4,Shop
5.00,N/A,21299,1,Shop
3.00,N/A,21300,4,Shop
6.00,N/A,21301,1,Shop
N/A,N/A,21302,N/A,Shop
N/A,N/A,21303,N/A,Shop
N/A,N/A,21304,N/A,Shop
6.00,N/A,21305,1,Shop
5.92,N/A,21307,6,Shop
5.00,N/A,21308,1,Shop
5.56,N/A,21309,18,Shop
N/A,N/A,21310,N/A,Shop
5.00,N/A,21311,1,Shop
6.40,N/A,21312,15,Shop
N/A,N/A,21313,N/A,Shop
N/A,N/A,21314,N/A,Shop
5.00,N/A,21315,4,Shop
N/A,N/A,21316,N/A,Shop
3.50,N/A,21317,1,Shop
N/A,N/A,21318,N/A,Shop
N/A,N/A,21319,N/A,Shop
6.00,N/A,21320,1,Shop
7.63,N/A,21321,26,Shop
N/A,N/A,21322,N/A,Shop
5.25,N/A,21323,4,Shop
4.83,N/A,21325,3,Shop
N/A,N/A,21326,N/A,Shop
3.50,N/A,21327,1,Shop
6.75,N/A,21328,4,Shop
7.00,N/A,21329,3,Shop
6.42,N/A,21332,6,Shop
6.42,N/A,21333,6,Shop
5.86,N/A,21334,7,Shop
6.00,N/A,21335,1,Shop
6.16,N/A,21336,6,Shop
6.00,N/A,21337,1,Shop
6.21,N/A,21338,21,Shop
N/A,N/A,21339,N/A,Shop
3.29,N/A,21340,7,Shop
4.50,N/A,21341,1,Shop
4.50,N/A,21344,6,Shop
5.14,N/A,21346,14,Shop
N/A,N/A,21347,N/A,Shop
4.12,N/A,21349,4,Shop
4.88,N/A,21350,4,Shop
5.00,N/A,21351,1,Shop
4.25,N/A,21352,2,Shop
5.33,N/A,21353,3,Shop
7.37,5.773,21355,225,Shop
5.10,N/A,21356,10,Shop
6.12,N/A,21357,8,Shop
N/A,N/A,21359,N/A,Shop
N/A,N/A,21360,N/A,Shop
5.12,N/A,21361,8,Shop
2.81,N/A,21362,21,Shop
7.25,N/A,21363,4,Shop
6.33,N/A,21364,3,Shop
6.50,N/A,21365,1,Shop
6.79,5.751,21367,330,Shop
7.57,N/A,21369,7,Shop
7.07,N/A,21370,23,Shop
7.87,5.658,21371,106,Shop
7.96,5.617,21372,75,Shop
5.55,N/A,21374,28,Shop
5.00,N/A,21375,4,Shop
4.43,N/A,21376,7,Shop
7.50,N/A,21377,8,Shop
7.08,5.537,21378,34,Shop
5.00,N/A,21379,2,Shop
5.64,N/A,21381,7,Shop
5.45,N/A,21383,11,Shop
7.88,6.854,21384,1878,Shop
6.56,6.290,21385,4950,Shop
6.85,N/A,21386,13,Shop
6.45,N/A,21387,8,Shop
N/A,N/A,21388,N/A,Shop
7.00,N/A,21390,2,Shop
4.50,N/A,21391,2,Shop
5.69,N/A,21392,18,Shop
N/A,N/A,21393,N/A,Shop
