id,details.name,attributes.boardgamecategory,attributes.boardgamemechanic,yearpublished,minplayers,maxplayers,playingtime,users_rated,average_rating,bayes_average_rating,total_weights,average_weight
250,Colonial Diplomacy,"Bluffing,Negotiation,Political,Post-Napoleonic,Territory Building,Wargame","Area Control / Area Influence,Area Movement,Player Elimination,Simultaneous Action Selection",1994,2,7,360,372,6.64226,5.72366,44,2.8182
252,Borodino,"Napoleonic,Wargame","Dice Rolling,Hex-and-Counter",1972,2,2,180,140,6.65907,5.59754,27,2.1111
254,Empires in Arms,"Economic,Napoleonic,Negotiation,Political,Wargame","Area Movement,Dice Rolling,Secret Unit Deployment,Simulation,Variable Player Powers",1983,2,7,12000,1188,7.56682,6.38118,200,4.41
255,Jena-Auerstadt,"Napoleonic,Wargame",Hex-and-Counter,1975,2,2,150,57,5.94737,5.51252,8,2.25
256,Mississippi Queen,"Nautical,Racing","Grid Movement,Modular Board,Pick-up and Deliver",1997,3,5,45,3715,6.35276,6.11486,381,1.6929
257,Kill Doctor Lucky,"Humor,Murder/Mystery","Card Drafting,Hand Management,Point to Point Movement",1996,3,8,45,6215,6.16016,5.99406,513,1.6472
258,Fluxx,Card Game,"Hand Management,Set Collection",1997,2,6,30,14907,5.6788,5.56709,1035,1.3874
259,Atlantic Storm,"Card Game,Nautical,World War II",Trick-taking,1997,2,6,60,523,6.51821,5.76532,57,2.0526
260,Starship Troopers: Prepare For Battle!,"Movies / TV / Radio theme,Science Fiction,Wargame","Dice Rolling,Modular Board",1997,2,4,60,197,5.74467,5.52463,23,2.0435
261,Olympia 2000 (v. Chr.),"Ancient,Card Game,Sports",Simultaneous Action Selection,1994,2,5,30,259,6.05205,5.58862,26,1.3846
263,Manitou,Card Game,Hand Management,1997,2,4,45,352,6.13594,5.6309,29,1.9655
264,Enemy in Sight,"American Revolutionary War,Card Game,Napoleonic,Nautical,Wargame","Hand Management,Take That",1988,2,8,120,638,6.22979,5.73323,73,1.6986
265,Intrigue,"Negotiation,Renaissance","Area Control / Area Influence,Auction/Bidding",1994,3,5,45,2463,6.36975,6.05104,226,1.9469
267,Tycoon,Economic,Area Control / Area Influence,1998,2,4,90,651,6.79227,5.91294,79,2.6456
268,Cheops,Ancient,"Commodity Speculation,Set Collection,Tile Placement",1998,2,5,45,262,6.16947,5.61076,25,2.16
270,Svea Rike,"Civilization,Economic","Area Control / Area Influence,Card Drafting",1996,2,5,120,540,6.35891,5.71505,40,2.525
271,It's Mine!,"Card Game,Real-time","Memory,Set Collection",1998,3,5,30,426,5.95284,5.61016,54,1.0741
272,Downtown,"City Building,Negotiation","Simultaneous Action Selection,Tile Placement,Voting",1996,3,6,60,143,6.33077,5.57935,16,2.25
273,Africa 1880,"Bluffing,Exploration,Negotiation,Political,Post-Napoleonic,Wargame","Area Control / Area Influence,Area Movement,Player Elimination,Simultaneous Action Selection",1997,3,6,120,137,5.68942,5.5139,15,2.6
274,Guerilla,"Card Game,Political,Wargame",Hand Management,1994,3,6,60,369,6.26355,5.66059,38,2.6316
276,La Guerre de l'Empereur,"Economic,Napoleonic,Negotiation,Wargame","Area-Impulse,Variable Player Powers",1997,2,7,240,68,6.5,5.5384,11,3.3636
277,Res Publica,"Card Game,Civilization","Set Collection,Trading",1991,3,5,60,915,5.93115,5.66176,82,1.6951
278,Catan Card Game,"Card Game,City Building,Territory Building","Card Drafting,Dice Rolling,Hand Management,Trading",1996,2,2,120,12466,6.73176,6.56436,1094,2.4534
279,The Very Clever Pipe Game,"Abstract Strategy,Card Game",Tile Placement,1996,2,4,20,807,6.22523,5.75257,80,1.5875
281,Ostindiska Kompaniet,"Economic,Nautical","Commodity Speculation,Pick-up and Deliver",1991,2,5,120,148,4.7027,5.42222,11,2.5455
282,Vikingatid,"Medieval,Wargame","Area Control / Area Influence,Area Movement,Dice Rolling",1997,2,6,300,70,6.02343,5.52348,10,3.3
283,Advanced Third Reich,"Wargame,World War II","Dice Rolling,Hex-and-Counter,Simulation",1992,2,6,2480,702,6.8457,5.90618,118,4.5254
284,Lords of the Sierra Madre (second edition),"American West,Economic,Negotiation,Transportation,Wargame","Area Movement,Auction/Bidding,Card Drafting,Trading",1995,2,8,240,136,6.26765,5.56713,21,3.4762
286,Machiavelli,"Bluffing,Negotiation,Political,Renaissance,Wargame","Area Movement,Player Elimination,Simultaneous Action Selection,Variable Player Powers",1977,4,8,480,1001,7.1054,6.12979,105,3.219
287,Bazaar,"Abstract Strategy,Puzzle","Set Collection,Trading",1967,2,6,45,1608,6.5101,6.04048,139,2.036
288,Rossyïa 1917,"Civil War,Wargame",Hex-and-Counter,1995,2,5,300,68,7.28044,5.579,12,4
289,Chariot Lords,"Ancient,Territory Building,Wargame","Area Movement,Variable Player Powers",1999,3,4,360,212,6.64212,5.65151,27,2.8148
290,Gold Digger,"American West,Card Game",Betting/Wagering,1990,2,5,20,658,5.73658,5.57163,82,1.1951
291,Courtisans of Versailles,"Negotiation,Political","Hand Management,Role Playing,Trading",1988,3,8,120,168,5.79375,5.5275,11,1.8182
292,Attacke,"Card Game,Medieval","Auction/Bidding,Hand Management,Set Collection",1993,3,5,30,144,5.69861,5.5184,12,1.5
293,Bamboleo,"Action / Dexterity,Party Game",Press Your Luck,1996,2,7,30,1340,6.3753,5.92267,93,1.2043
294,Keydom,"Bluffing,Fantasy,Medieval","Set Collection,Worker Placement",1998,2,5,90,76,6.84211,5.57106,6,2.6667
295,Europa 1945-2030,"Negotiation,Political",Voting,1998,3,6,120,322,5.96196,5.58617,43,2.6279
296,Medieval Merchant,"Economic,Medieval","Area Control / Area Influence,Route/Network Building",1998,2,6,90,1125,6.73709,6.06513,126,3.0952
297,Stadens Nyckel,"City Building,Political",Auction/Bidding,1998,3,6,120,114,5.31272,5.48877,8,2.25
298,Lang lebe der König,Wargame,Voting,1997,3,5,60,73,5.1474,5.48379,6,2
299,De Bellis Antiquitatis,"Ancient,Book,Medieval,Miniatures,Wargame","Action Point Allowance System,Dice Rolling,Modular Board",1990,2,6,60,623,7.22467,6.02312,94,2.8404
300,Tutankhamen,"Abstract Strategy,Ancient","Modular Board,Set Collection,Time Track",1993,2,6,30,1256,6.10885,5.78581,159,1.5849
301,Campanile,Card Game,"Area Control / Area Influence,Betting/Wagering,Hand Management,Tile Placement",1996,2,5,30,343,6.15848,5.62629,33,1.6667
302,Forum Romanum,"Abstract Strategy,Ancient",Area Control / Area Influence,1988,2,6,45,435,6.778,5.81005,31,2.4194
304,Ever Green,"Card Game,Music",Commodity Speculation,1999,2,6,30,343,5.53556,5.50836,20,1.9
305,Der Fliegende Holländer,"Bluffing,Nautical","Stock Holding,Trading",1992,3,6,60,311,5.98264,5.59317,21,2.4762
308,Santa Fe,Trains,"Card Drafting,Route/Network Building",1992,2,5,70,221,6.96116,5.69831,14,2.2143
309,Arabana-Ikibiti,"Abstract Strategy,Card Game","Area Control / Area Influence,Hand Management,Route/Network Building",1997,2,2,20,75,6.22653,5.54063,7,1.8571
310,Wizard's Quest,"Adventure,Fantasy,Wargame","Area Movement,Variable Phase Order",1979,2,6,180,1366,6.17406,5.80063,160,2.2812
311,Time Agent,Science Fiction,Variable Player Powers,1992,2,6,360,256,6.70789,5.691,24,3.4583
312,Landlord!,"Card Game,Humor","Hand Management,Take That",1992,2,6,10,931,5.92525,5.66598,99,1.5152
313,Big Boss,Economic,Stock Holding,1994,2,6,90,371,7.07133,5.83179,26,2.4231
314,Highlanders,"Medieval,Wargame",Action Point Allowance System,1993,3,5,90,184,6.25543,5.58974,17,2.0588
315,Bagh Chal,Abstract Strategy,"Grid Movement,Variable Player Powers",1000,2,2,20,194,5.92557,5.54719,18,2.3889
316,Chase,"Abstract Strategy,Dice",Grid Movement,1985,2,2,45,298,6.81661,5.71573,38,2.6579
319,Top It,Abstract Strategy,Tile Placement,1997,2,4,20,52,5.83654,5.51219,5,1.8
320,Scrabble,Word Game,"Hand Management,Tile Placement",1948,2,4,90,24222,6.28308,6.17221,1612,2.1011
321,The Mole in the Hole,Children's Game,Modular Board,1995,2,4,45,815,6.31995,5.80102,82,1.2927
322,Tonga Bonga,"Economic,Nautical,Racing","Betting/Wagering,Dice Rolling,Set Collection",1998,3,4,45,473,6.43909,5.7406,44,1.6818
323,Anno 1452,"Medieval,Territory Building","Area Control / Area Influence,Dice Rolling",1999,2,4,90,187,6.06471,5.56486,16,2.9375
324,Ponte Vecchio,Economic,Auction/Bidding,1996,3,5,90,87,5.87989,5.51388,7,2.4286
327,Loopin' Louie,"Action / Dexterity,Animals,Aviation / Flight,Children's Game,Electronic,Movies / TV / Radio theme,Real-time",Player Elimination,1992,2,4,10,7899,6.80706,6.59676,616,1.0519
328,Damn the Torpedoes!,"American Civil War,Card Game,Wargame",Hand Management,1995,2,6,120,36,4.87778,5.4829,3,1.3333
329,Russian Front,"Wargame,World War II","Dice Rolling,Hex-and-Counter,Simulation",1985,2,2,1200,634,7.20143,5.97281,92,3.337
330,Block Mania,"Comic Book / Strip,Science Fiction,Wargame","Action Point Allowance System,Dice Rolling",1987,2,2,180,412,6.44835,5.71306,33,2.7273
332,Vernissage,"Economic,Negotiation","Auction/Bidding,Commodity Speculation,Dice Rolling",1993,3,5,60,196,6.3079,5.6025,18,2.7222
333,Waterworks,Card Game,"Take That,Tile Placement",1972,2,5,30,1807,5.52594,5.48544,158,1.2089
334,Advance to Boardwalk,Economic,"Area Control / Area Influence,Dice Rolling,Hand Management,Take That",1985,2,4,60,703,5.35634,5.44172,65,1.5538
335,Breakthru,"Abstract Strategy,Nautical",Point to Point Movement,1965,2,2,15,313,5.81269,5.55004,37,2
336,Jumpin,Abstract Strategy,Grid Movement,1964,2,2,15,192,5.54667,5.50266,21,1.619
337,Circus Flohcati,Card Game,"Card Drafting,Press Your Luck,Set Collection",1998,2,5,15,2440,6.62764,6.21331,209,1.2297
338,Bargain Hunter,Card Game,Trick-taking,1998,3,4,45,767,6.75204,5.95738,63,1.873
339,Quiddler,"Card Game,Word Game","Hand Management,Set Collection",1998,1,8,30,2888,6.05306,5.83438,214,1.4439
340,Frank's Zoo,"Animals,Card Game","Hand Management,Partnerships,Trick-taking",1999,3,7,60,3277,6.61737,6.27939,305,1.5377
344,Members Only,"Bluffing,Card Game,Deduction","Betting/Wagering,Hand Management",1996,3,5,45,318,6.59268,5.71263,35,2
345,Prairie Railroads,"Economic,Trains","Route/Network Building,Stock Holding",1999,3,5,120,44,6.98864,5.54495,6,3
347,Fishy,"Animals,Bluffing",Hand Management,1991,3,6,30,65,5.62538,5.50377,4,1.25
348,Merchants of the Middle Ages,"Economic,Medieval,Negotiation,Transportation","Commodity Speculation,Pick-up and Deliver,Variable Player Powers",1999,2,4,120,1304,6.75252,6.11308,150,3.0133
349,Halunken & Spelunken,Card Game,Set Collection,1997,3,4,30,276,5.62129,5.52066,21,1.5238
350,Hattrick,Card Game,Trick-taking,1995,4,6,30,286,6.4904,5.6749,22,1.5909
352,Trumpet,Card Game,Trick-taking,1990,2,6,45,528,6.12264,5.66298,59,1.4576
353,Inkognito: The Card Game,"Card Game,Deduction,Murder/Mystery",Hand Management,1997,3,5,30,523,5.42199,5.47256,50,1.66
354,Sticheln,Card Game,"Hand Management,Simultaneous Action Selection,Trick-taking",1993,3,8,60,2675,7.03093,6.51895,243,1.9424
355,Das letzte Paradies,,Auction/Bidding,1993,3,5,30,155,5.7471,5.52326,18,1.8333
356,Ab die Post!,"Aviation / Flight,Racing",Dice Rolling,1996,3,6,45,192,5.30208,5.4775,18,1.3333
357,Excape,"Dice,Racing","Dice Rolling,Press Your Luck",1998,3,6,30,1509,6.33288,5.93919,150,1.14
359,Bucket Brigade,"Animals,Card Game,Children's Game",Hand Management,1998,3,5,30,621,6.02719,5.65822,52,1.2885
361,Hare & Tortoise,"Animals,Racing",Hand Management,1973,2,6,45,4123,6.63641,6.33619,369,1.9377
363,Katzenjammer Blues,Card Game,"Auction/Bidding,Set Collection",1998,2,6,30,712,5.89656,5.62964,66,1.4394
364,Samarkand,"Arabian,Economic","Pick-up and Deliver,Set Collection,Trading",1980,2,5,40,749,6.48099,5.85322,79,1.9494
365,Tricks,Card Game,Trick-taking,1995,3,5,30,58,5.66397,5.50442,7,1.4286
366,Viva Pamplona!,Racing,"Dice Rolling,Roll / Spin and Move",1992,2,6,45,392,6.37023,5.69457,50,1.38
367,Overthrone,Card Game,Trick-taking,1999,3,6,90,274,5.31128,5.46728,22,2.1818
368,Relationship Tightrope,Card Game,"Hand Management,Simultaneous Action Selection,Trick-taking",1999,3,5,30,999,6.18104,5.78654,134,1.3433
369,5ive Straight,"Abstract Strategy,Card Game,Puzzle",Pattern Building,1958,2,9,20,275,6.27891,5.61644,28,1.7143
371,Mystery Rummy: Murders in the Rue Morgue,"Card Game,Murder/Mystery","Hand Management,Partnerships,Set Collection",1999,2,4,40,771,6.70914,5.93838,75,1.7067
372,Schotten Totten,"Card Game,Deduction","Hand Management,Set Collection",1999,2,2,20,6393,7.3105,6.9806,358,1.7346
373,Wrott & Swindlers,"Bluffing,Card Game",Auction/Bidding,1995,3,6,90,49,6.4949,5.53347,5,1.8
374,Colorado County,American West,"Auction/Bidding,Simultaneous Action Selection,Tile Placement",1998,2,4,60,172,6.16337,5.57537,17,2.4706
375,6 Billion,Science Fiction,"Area Control / Area Influence,Hand Management",1999,2,5,120,134,5.30231,5.47968,16,2.6875
376,DruidenWalzer,Card Game,Point to Point Movement,1999,2,2,45,746,5.9169,5.64222,77,2.3636
378,Lancashire Railways,"Economic,Trains","Crayon Rail System,Pick-up and Deliver",1998,3,6,120,113,6.89558,5.61117,7,3.1429
379,Express,"Card Game,Trains","Set Collection,Take That",1990,2,6,60,614,6.19682,5.71811,74,1.6757
381,X Pasch,"Card Game,Dice","Dice Rolling,Worker Placement",1996,3,6,90,100,6.255,5.54782,8,2.5
382,Heimlich & Co.,"Bluffing,Spies/Secret Agents",Roll / Spin and Move,1984,2,7,30,3163,6.44014,6.14861,290,1.4897
383,Turf Horse Racing,"Animals,Dice,Racing","Betting/Wagering,Dice Rolling",1995,3,6,60,102,6.47843,5.56792,10,1.7
384,TurfMaster,"Animals,Racing,Sports","Dice Rolling,Hand Management,Roll / Spin and Move",1998,2,8,75,929,7.22695,6.18381,94,1.9681
386,Pirateer,"Nautical,Pirates","Pick-up and Deliver,Roll / Spin and Move",1978,2,4,15,1231,5.49886,5.46967,92,1.4783
387,Corruption,"Bluffing,Card Game",Hand Management,2000,3,7,45,331,5.82458,5.561,28,1.8214
388,Finale,"Card Game,Sports","Dice Rolling,Set Collection",1998,2,2,30,238,5.76807,5.53658,35,1.8571
392,Brawl,"Card Game,Fighting,Real-time",Variable Player Powers,1999,2,7,15,1123,6.35575,5.85834,110,1.3727
393,Dinosaurs of the Lost World,"Adventure,Novel-based",Modular Board,1987,1,4,90,387,6.5584,5.7143,44,1.8864
394,Kahuna,Abstract Strategy,"Area Control / Area Influence,Card Drafting,Hand Management,Route/Network Building,Take That",1998,2,2,40,7643,6.64555,6.45479,530,2.0566
397,Diskwars,"Collectible Components,Fantasy,Wargame","Action Point Allowance System,Variable Player Powers",1999,2,8,90,503,5.88491,5.59073,47,2.383
398,Wildlife Safari,"Animals,Card Game","Hand Management,Stock Holding",1994,2,5,30,2745,6.63275,6.2552,271,1.2952
399,Tom Clancy's Politika,Political,"Trading,Variable Player Powers",1997,2,8,90,209,4.23335,5.32569,19,2.7368
400,Shanghai,Bluffing,Auction/Bidding,1997,3,6,30,133,5.31729,5.48237,10,1.7
401,Gold Connection,Dice,"Dice Rolling,Press Your Luck,Set Collection",1992,2,4,60,146,6.4226,5.58929,22,1.8182
403,Elk Fest,"Action / Dexterity,Animals,Racing",Modular Board,1999,2,2,15,1759,6.18219,5.8765,180,1.05
404,Worm Up!,"Animals,Children's Game,Racing",Simultaneous Action Selection,1994,3,5,20,903,5.8497,5.63676,80,1.1
406,Weer en wind,Economic,Tile Placement,1989,2,4,90,96,5.48073,5.4976,10,2.3
408,Zoon,"Animals,Bluffing,Card Game,Fighting","Area Movement,Secret Unit Deployment",1999,2,2,30,278,5.46482,5.48585,28,1.5714
409,Dschungel,"Card Game,Memory",Memory,1999,2,4,30,61,4.7623,5.46703,4,1.75
410,D'r Af,Racing,Tile Placement,1997,3,5,45,78,5.94256,5.52498,3,2
412,Yukon Company,"Card Game,Economic","Commodity Speculation,Hand Management",1999,4,6,120,45,6.20444,5.52502,4,3
413,Die Erben von Hoax,"Bluffing,Deduction",Voting,1999,3,8,45,134,6.0791,5.54784,13,2.1538
414,Around the World in 80 Days,"Novel-based,Racing","Card Drafting,Point to Point Movement",1986,2,6,60,266,6.02229,5.57863,24,1.625
415,Espresso,"Card Game,Real-time",Simultaneous Action Selection,1995,2,6,60,35,6.14286,5.51312,2,1
416,A to Z,"Party Game,Trivia,Word Game","Dice Rolling,Set Collection",1992,2,4,30,224,6.09493,5.57917,22,1.5
417,Edison & Co.,Science Fiction,Hand Management,1998,2,4,45,334,4.48856,5.2955,30,2.0333
420,Rail Baron,"Economic,Trains,Transportation",Roll / Spin and Move,1977,3,6,240,1510,6.57152,6.00687,167,2.2695
421,1830: Railways & Robber Barons,"Economic,Trains,Transportation","Auction/Bidding,Route/Network Building,Stock Holding,Tile Placement",1986,2,7,360,4282,7.87512,7.2977,513,4.1598
422,1835,"Economic,Trains","Auction/Bidding,Route/Network Building,Stock Holding",1990,3,7,360,674,7.03066,5.9869,96,3.9896
423,1856,"Economic,Trains","Auction/Bidding,Route/Network Building,Stock Holding,Tile Placement",1995,3,6,300,1186,7.52263,6.45426,168,4.25
424,1870,"Economic,Trains","Auction/Bidding,Route/Network Building,Stock Holding",1992,2,6,360,892,7.43894,6.25598,125,4.184
425,Thunder's Edge,"Political,Wargame",Trading,1999,3,5,300,139,6.15823,5.55679,16,3.125
426,Battle of the Bulge,"Wargame,World War II",Hex-and-Counter,1981,2,2,120,370,6.49446,5.70786,47,2.9149
427,Grass,"Card Game,Economic","Hand Management,Take That",1980,2,6,60,1088,5.9467,5.65817,109,1.5596
428,Galopp Royal,"Dice,Racing",Auction/Bidding,1995,3,6,45,214,5.90093,5.5577,17,1.6471
430,Asterix: Das Kartenspiel,"Bluffing,Card Game,Comic Book / Strip",Simultaneous Action Selection,1990,2,5,30,144,5.98194,5.54397,14,1.1429
431,Alhambra: The Card Game,"Arabian,Card Game,City Building,Economic,Humor,Medieval","Area Control / Area Influence,Card Drafting,Hand Management,Stock Holding",1992,3,6,45,870,6.43874,5.86347,46,1.7174
432,6 nimmt!,Card Game,"Hand Management,Simultaneous Action Selection",1994,2,10,45,17183,6.90146,6.77172,1355,1.2162
433,Shark,Economic,"Commodity Speculation,Dice Rolling,Stock Holding",1987,2,6,90,1230,6.64126,6.03162,149,2.2215
434,Yucata',"Abstract Strategy,Card Game,Racing","Hand Management,Set Collection",1996,2,4,30,476,5.8285,5.58073,51,1.7059
436,Canyon,"Card Game,Racing","Betting/Wagering,Grid Movement,Trick-taking",1997,3,6,45,741,6.24478,5.76182,71,1.5775
437,Master Labyrinth,"Children's Game,Fantasy,Maze,Puzzle",Modular Board,1991,2,4,30,2314,6.282,5.97109,183,1.7978
438,Scotland Yard,"Deduction,Travel","Partnerships,Point to Point Movement,Secret Unit Deployment",1983,3,6,45,13066,6.50708,6.37708,907,1.957
440,Zoff in Buffalo,"American West,Farming",Simultaneous Action Selection,1998,2,5,45,279,6.38466,5.65166,31,2.0323
441,Filthy Rich,Economic,Dice Rolling,1998,2,5,60,684,6.37406,5.79222,68,1.8971
442,Um Reifenbreite,"Racing,Sports","Hand Management,Roll / Spin and Move",1979,2,4,90,2105,6.82379,6.29787,214,1.9626
443,Code 777,"Deduction,Puzzle",Paper-and-Pencil,1985,2,5,60,1868,6.73378,6.21277,116,2.3276
444,Midnight Party,"Children's Game,Racing","Dice Rolling,Press Your Luck,Roll / Spin and Move",1989,2,8,30,1528,6.42834,5.97164,152,1.1447
445,Die Osterinsel,Racing,Card Drafting,1994,3,4,30,207,5.73594,5.5278,15,1.6
449,The Great Balloon Race,"Aviation / Flight,Racing","Dice Rolling,Tile Placement",1991,2,8,30,260,6.18692,5.60498,40,1.35
451,Beutelschneider,Card Game,Trick-taking,1997,3,4,30,37,6.04595,5.51322,2,1.5
452,Mummy Rummy,Card Game,Set Collection,1994,2,5,30,166,5.0813,5.44465,20,1.2
454,Tante Tarantel,"Animals,Children's Game","Point to Point Movement,Roll / Spin and Move",1991,3,5,30,132,6.14659,5.55843,14,1.2143
459,Ausgebremst,"Racing,Sports",Modular Board,1993,3,6,45,236,6.89191,5.69901,28,1.6071
461,Freibeuter,"Economic,Nautical,Pirates","Area Control / Area Influence,Hand Management",1998,2,4,60,183,6.29536,5.59247,20,1.85
